product_offer_reference,stock_name,quantity,is_never_out_of_stock
POF00235,"BoilerExperts Ltd MRC0003 Warehouse 1",259,0
POF00236,"GreenSteam Supplies MRC0004 Warehouse 1",171,0
POF00237,"Industrial Thermal Co MRC0005 Warehouse 1",159,1
POF00238,"Industrial Thermal Co MRC0005 Warehouse 1",106,1
POF00239,"GreenSteam Supplies MRC0004 Warehouse 1",228,0
POF00240,"Industrial Thermal Co MRC0005 Warehouse 1",139,1
POF00241,"GreenSteam Supplies MRC0004 Warehouse 1",189,0
POF00242,"GreenSteam Supplies MRC0004 Warehouse 1",144,0
POF00243,"Industrial Thermal Co MRC0005 Warehouse 1",149,1
POF00244,"BoilerExperts Ltd MRC0003 Warehouse 1",114,1
POF00245,"BoilerExperts Ltd MRC0003 Warehouse 1",237,1
POF00246,"BoilerExperts Ltd MRC0003 Warehouse 1",296,1
POF00247,"GreenSteam Supplies MRC0004 Warehouse 1",259,0
POF00248,"Industrial Thermal Co MRC0005 Warehouse 1",287,0
POF00249,"GreenSteam Supplies MRC0004 Warehouse 1",203,1
POF00250,"BoilerExperts Ltd MRC0003 Warehouse 1",135,1
POF00136,"EcoHeat Systems MRC0002 Warehouse 1",272,0
POF00137,"EcoHeat Systems MRC0002 Warehouse 1",149,0
POF00138,"ThermoTech Solutions MRC0001 Warehouse 1",210,0
POF00139,"EcoHeat Systems MRC0002 Warehouse 1",212,0
POF00140,"EcoHeat Systems MRC0002 Warehouse 1",183,0
POF00141,"EcoHeat Systems MRC0002 Warehouse 1",276,1
POF00142,"ThermoTech Solutions MRC0001 Warehouse 1",201,1
POF00143,"ThermoTech Solutions MRC0001 Warehouse 1",146,1
POF00144,"EcoHeat Systems MRC0002 Warehouse 1",163,0
POF00145,"ThermoTech Solutions MRC0001 Warehouse 1",235,1
POF00146,"EcoHeat Systems MRC0002 Warehouse 1",115,0
POF00147,"EcoHeat Systems MRC0002 Warehouse 1",116,0
POF00148,"ThermoTech Solutions MRC0001 Warehouse 1",219,0
POF00149,"EcoHeat Systems MRC0002 Warehouse 1",204,0
POF00150,"ThermoTech Solutions MRC0001 Warehouse 1",257,1
POF00151,"EcoHeat Systems MRC0002 Warehouse 1",139,0
POF00152,"ThermoTech Solutions MRC0001 Warehouse 1",212,0
POF00153,"EcoHeat Systems MRC0002 Warehouse 1",232,1
POF00154,"EcoHeat Systems MRC0002 Warehouse 1",231,0
POF00155,"EcoHeat Systems MRC0002 Warehouse 1",177,1
POF00156,"EcoHeat Systems MRC0002 Warehouse 1",270,0
POF00157,"EcoHeat Systems MRC0002 Warehouse 1",130,0
POF00158,"EcoHeat Systems MRC0002 Warehouse 1",188,1
POF00159,"ThermoTech Solutions MRC0001 Warehouse 1",107,1
POF00160,"ThermoTech Solutions MRC0001 Warehouse 1",279,1
POF00161,"ThermoTech Solutions MRC0001 Warehouse 1",300,0
POF00162,"EcoHeat Systems MRC0002 Warehouse 1",139,1
POF00163,"EcoHeat Systems MRC0002 Warehouse 1",294,0
POF00164,"EcoHeat Systems MRC0002 Warehouse 1",204,1
POF00165,"EcoHeat Systems MRC0002 Warehouse 1",248,1
POF00166,"EcoHeat Systems MRC0002 Warehouse 1",273,0
POF00167,"ThermoTech Solutions MRC0001 Warehouse 1",205,0
POF00168,"EcoHeat Systems MRC0002 Warehouse 1",145,1
POF00169,"EcoHeat Systems MRC0002 Warehouse 1",170,1
POF00170,"ThermoTech Solutions MRC0001 Warehouse 1",199,0
POF00171,"EcoHeat Systems MRC0002 Warehouse 1",185,1
POF00172,"EcoHeat Systems MRC0002 Warehouse 1",108,0
POF00173,"EcoHeat Systems MRC0002 Warehouse 1",223,1
POF00174,"EcoHeat Systems MRC0002 Warehouse 1",222,1
POF00175,"ThermoTech Solutions MRC0001 Warehouse 1",135,0
POF00176,"EcoHeat Systems MRC0002 Warehouse 1",275,0
POF00177,"EcoHeat Systems MRC0002 Warehouse 1",215,1
POF00178,"ThermoTech Solutions MRC0001 Warehouse 1",135,1
POF00179,"EcoHeat Systems MRC0002 Warehouse 1",282,0
POF00180,"EcoHeat Systems MRC0002 Warehouse 1",207,0
POF00181,"EcoHeat Systems MRC0002 Warehouse 1",223,1
POF00182,"EcoHeat Systems MRC0002 Warehouse 1",128,1
POF00183,"ThermoTech Solutions MRC0001 Warehouse 1",230,0
POF00184,"ThermoTech Solutions MRC0001 Warehouse 1",268,1
POF00185,"ThermoTech Solutions MRC0001 Warehouse 1",234,1
POF00186,"ThermoTech Solutions MRC0001 Warehouse 1",280,0
POF00187,"EcoHeat Systems MRC0002 Warehouse 1",202,1
POF00188,"EcoHeat Systems MRC0002 Warehouse 1",170,1
POF00189,"ThermoTech Solutions MRC0001 Warehouse 1",157,0
POF00190,"ThermoTech Solutions MRC0001 Warehouse 1",230,1
POF00191,"ThermoTech Solutions MRC0001 Warehouse 1",258,1
POF00192,"EcoHeat Systems MRC0002 Warehouse 1",191,1
POF00193,"EcoHeat Systems MRC0002 Warehouse 1",170,1
POF00194,"ThermoTech Solutions MRC0001 Warehouse 1",101,0
POF00195,"ThermoTech Solutions MRC0001 Warehouse 1",297,0
POF00196,"EcoHeat Systems MRC0002 Warehouse 1",207,0
POF00197,"ThermoTech Solutions MRC0001 Warehouse 1",186,0
POF00198,"EcoHeat Systems MRC0002 Warehouse 1",177,0
POF00199,"EcoHeat Systems MRC0002 Warehouse 1",171,1
POF00200,"EcoHeat Systems MRC0002 Warehouse 1",287,1
POF00201,"EcoHeat Systems MRC0002 Warehouse 1",227,1
POF00202,"ThermoTech Solutions MRC0001 Warehouse 1",167,1
POF00203,"EcoHeat Systems MRC0002 Warehouse 1",185,0
POF00204,"EcoHeat Systems MRC0002 Warehouse 1",282,0
POF00205,"ThermoTech Solutions MRC0001 Warehouse 1",173,1
POF00206,"EcoHeat Systems MRC0002 Warehouse 1",233,0
POF00207,"EcoHeat Systems MRC0002 Warehouse 1",276,1
POF00208,"ThermoTech Solutions MRC0001 Warehouse 1",248,0
POF00209,"ThermoTech Solutions MRC0001 Warehouse 1",208,1
POF00210,"ThermoTech Solutions MRC0001 Warehouse 1",234,0
POF00211,"ThermoTech Solutions MRC0001 Warehouse 1",126,0
POF00212,"ThermoTech Solutions MRC0001 Warehouse 1",256,0
POF00213,"ThermoTech Solutions MRC0001 Warehouse 1",187,1
POF00214,"EcoHeat Systems MRC0002 Warehouse 1",270,1
POF00215,"ThermoTech Solutions MRC0001 Warehouse 1",242,0
POF00216,"EcoHeat Systems MRC0002 Warehouse 1",143,0
POF00217,"EcoHeat Systems MRC0002 Warehouse 1",150,1
POF00218,"ThermoTech Solutions MRC0001 Warehouse 1",200,1
POF00219,"EcoHeat Systems MRC0002 Warehouse 1",259,0
POF00220,"EcoHeat Systems MRC0002 Warehouse 1",277,1
POF00221,"ThermoTech Solutions MRC0001 Warehouse 1",129,0
POF00222,"EcoHeat Systems MRC0002 Warehouse 1",160,1
POF00223,"ThermoTech Solutions MRC0001 Warehouse 1",169,0
POF00224,"ThermoTech Solutions MRC0001 Warehouse 1",120,1
POF00225,"ThermoTech Solutions MRC0001 Warehouse 1",209,1
POF00226,"EcoHeat Systems MRC0002 Warehouse 1",163,1
POF00227,"ThermoTech Solutions MRC0001 Warehouse 1",297,0
POF00228,"EcoHeat Systems MRC0002 Warehouse 1",114,1
POF00229,"ThermoTech Solutions MRC0001 Warehouse 1",105,1
POF00230,"EcoHeat Systems MRC0002 Warehouse 1",153,1
POF00231,"ThermoTech Solutions MRC0001 Warehouse 1",224,0
POF00232,"EcoHeat Systems MRC0002 Warehouse 1",174,1
POF00233,"ThermoTech Solutions MRC0001 Warehouse 1",203,0
POF00234,"EcoHeat Systems MRC0002 Warehouse 1",237,1
POF00235,"EcoHeat Systems MRC0002 Warehouse 1",151,1
POF00236,"ThermoTech Solutions MRC0001 Warehouse 1",126,0
POF00237,"ThermoTech Solutions MRC0001 Warehouse 1",230,0
POF00238,"EcoHeat Systems MRC0002 Warehouse 1",168,1
POF00239,"ThermoTech Solutions MRC0001 Warehouse 1",243,1
POF00240,"ThermoTech Solutions MRC0001 Warehouse 1",291,1
POF00241,"ThermoTech Solutions MRC0001 Warehouse 1",237,0
POF00242,"ThermoTech Solutions MRC0001 Warehouse 1",171,0
POF00243,"ThermoTech Solutions MRC0001 Warehouse 1",274,1
POF00244,"EcoHeat Systems MRC0002 Warehouse 1",275,0
POF00245,"ThermoTech Solutions MRC0001 Warehouse 1",187,1
POF00246,"EcoHeat Systems MRC0002 Warehouse 1",255,0
POF00247,"EcoHeat Systems MRC0002 Warehouse 1",219,1
POF00248,"EcoHeat Systems MRC0002 Warehouse 1",251,0
POF00249,"ThermoTech Solutions MRC0001 Warehouse 1",242,1
POF00250,"ThermoTech Solutions MRC0001 Warehouse 1",251,0
