key,translation,locale
measurement_units.recommendation.max-violation,Wymagania dotyczące maksymalnej ilości dla produktu nie są spełnione,pl_PL
measurement_units.recommendation.suggestion,Czy chcesz dodać,pl_PL
measurement_units.new-price,Nowa cena,pl_PL
product.measurement.sales_unit,Jednostka sprzedaży,pl_PL
cart.pre.check.quantity.min.failed,Wymagania dotyczące minimalnej ilości dla produktu o SKU '%sku%' nie są spełnione.,pl_PL
cart.pre.check.quantity.max.failed,Przekroczono maksymalną ilość dla produktu o SKU '%sku%'.,pl_PL
cart.pre.check.quantity.value.failed,Nieprawidłowa ilość dla produktu o SKU '%sku%'.,pl_PL
cart.pre.check.quantity.interval.failed,Wymagania dotyczące przedziału ilości dla produktu o SKU '%sku%' nie są spełnione.,pl_PL
persistent_cart.error.quote.not_available,Koszyk nie istnieje,pl_PL
persistent_cart.quote.remove.success,Koszyk został pomyślnie usunięty,pl_PL
persistent_cart.quote.remove.can_not_remove_last_cart,Klient powinien mieć co najmniej jeden koszyk,pl_PL
cart_note.cart_page.item.note_added,Notatka została pomyślnie dodana do pozycji '%sku%',pl_PL
cart_note.cart_page.cart.note_added,Notatka została pomyślnie dodana do koszyka,pl_PL
cart_note.quote_form.enter_note,Dodaj notatkę do koszyka,pl_PL
cart_note.quote_form.placeholder,Wpisz swoją notatkę,pl_PL
cart_note.item_form.enter_note,Dodaj notatkę do pozycji,pl_PL
cart_note.item_form.placeholder,Wpisz swoją notatkę,pl_PL
cart_note.form.save,Zapisz,pl_PL
cart_note.form.comment,Komentarz,pl_PL
cart_note.form.add_comment,Dodaj komentarz,pl_PL
cart_note.form.edit_comment,Edytuj komentarz,pl_PL
cart_note.form.remove_comment,Usuń komentarz,pl_PL
cart_note.checkout_page.item_note,Notatka,pl_PL
cart_note.checkout_page.quote_note,Notatka koszyka,pl_PL
cart_note.customer_page.item_note,Notatka pozycji zamówienia,pl_PL
cart_note.customer_page.order_note,Notatka zamówienia,pl_PL
cart.validate.items.price.changed,Zmieniono ceny produktów o SKU '%sku%'.,pl_PL
multi_cart.form.create_cart,Dodaj nowy koszyk,pl_PL
multi_cart.form.quote.name,Nazwa koszyka,pl_PL
multi_cart.form.duplicate,Duplikuj,pl_PL
multi_cart.form.edit,Edytuj,pl_PL
multi_cart.form.edit_cart,Edytuj koszyk,pl_PL
multi_cart.form.edit_cart_information,"Edytuj ""cart_name""",pl_PL
multi_cart.cart.set_default.success,Koszyk '%quote%' został pomyślnie ustawiony jako Twój aktywny koszyk.,pl_PL
multi_cart_page.cart_clear.success,Koszyk został pomyślnie wyczyszczony,pl_PL
multi_cart_page.cart_delete_confirmation.warning,Ostrzeżenie,pl_PL
multi_cart_page.cart_delete_confirmation.trying_to_delete,Próbujesz usunąć koszyk,pl_PL
multi_cart_page.cart_delete_confirmation.shared_with,Jest udostępniony następującym użytkownikom,pl_PL
multi_cart_page.cart_delete_confirmation.from_all_of_them,Zostanie usunięty ze wszystkich,pl_PL
multi_cart_page.cart_delete_confirmation.cancel,Anuluj,pl_PL
multi_cart_page.cart_delete_confirmation.delete,Usuń,pl_PL
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Koszyki,pl_PL
multi_cart_page.delete_all,Usuń wszystko,pl_PL
multi_cart_widget.cart.cart_name,Nazwa koszyka,pl_PL
multi_cart_widget.cart.cart_name.aria_label,Nazwa koszyka: %cartName%,pl_PL
multi_cart_widget.cart.add,Utwórz nowy koszyk,pl_PL
multi_cart_widget.cart.action.change_name,Zmień nazwę,pl_PL
multi_cart_widget.cart.action.duplicate,Duplikuj,pl_PL
multi_cart_widget.cart.action.clear,Wyczyść koszyk,pl_PL
multi_cart_widget.cart.action.delete,Usuń koszyk,pl_PL
multi_cart_widget.cart.action.view,Zobacz szczegóły,pl_PL
multi_cart_widget.cart.action.set_default,Ustaw jako aktywne,pl_PL
multi_cart_widget.cart.default,Aktywny,pl_PL
multi_cart_widget.cart.item,Pozycja,pl_PL
multi_cart_widget.cart.items,Pozycje,pl_PL
multi_cart_widget.cart.view_all,Wszystkie koszyki,pl_PL
multi_cart_widget.cart.cart,Koszyk,pl_PL
multi_cart_widget.cart.carts,Koszyki,pl_PL
multi_cart_widget.cart.list,Lista koszyków,pl_PL
multi_cart_widget.cart.status,Status,pl_PL
multi_cart_widget.cart.sub_total,Suma częściowa,pl_PL
multi_cart_widget.cart.actions,Akcje,pl_PL
multi_cart_widget.cart.created.success,Koszyk '%quoteName%' został pomyślnie utworzony,pl_PL
multi_cart_widget.cart.updated.success,Koszyk został pomyślnie zaktualizowany,pl_PL
multi_cart_widget.cart.remove.confirm,Czy na pewno chcesz usunąć ten koszyk?,pl_PL
multi_cart_widget.cart.delete.error,Nie można usunąć koszyka,pl_PL
multi_cart_widget.aria_label.mini-cart-radio-switcher,Przełącz bieżący koszyk na %cartName%,pl_PL
shared_cart_widget.add_product.separate,Dodaj jako osobną pozycję,pl_PL
shared_cart_widget.cart.share,Udostępnij koszyk,pl_PL
shared_cart_widget.cart.unshare,Zakończ udostępnianie koszyka,pl_PL
shared_cart_widget.cart.dismiss,Odrzuć,pl_PL
shared_cart_widget.share_list.shared_with,Koszyk udostępniony,pl_PL
shared_cart_widget.share_list.customer_name,Użytkownik,pl_PL
shared_cart_widget.share_list.permission,Poziom dostępu,pl_PL
shared_cart_widget.share_list.actions,Akcje,pl_PL
shared_cart_widget.share_list.action.unshare,Zakończ udostępnianie koszyka,pl_PL
shared_cart.share_list.permissions.NO_ACCESS,Brak dostępu,pl_PL
shared_cart.share_list.permissions.READ_ONLY,Tylko do odczytu,pl_PL
shared_cart.share_list.permissions.FULL_ACCESS,Pełny dostęp,pl_PL
shared_cart.share_list.permissions.OWNER_ACCESS,Dostęp właściciela,pl_PL
shared_cart.form.share_cart,Udostępnij koszyk,pl_PL
shared_cart.form.share_cart.title,"Udostępnij koszyk ""cart_name""",pl_PL
shared_cart.form.customer,Użytkownik,pl_PL
shared_cart.form.select_customer,Wybierz użytkownika,pl_PL
shared_cart.form.select_permissions,Dostęp,pl_PL
shared_cart.form.share_button,Udostępnij,pl_PL
shared_cart.form.save_button,Zapisz,pl_PL
shared_cart.form.data_empty,"Nie ma użytkowników, którym możesz udostępnić koszyk.",pl_PL
shared_cart.share.error.already_exist,Koszyk był już udostępniony temu klientowi,pl_PL
shared_cart.share.breadcrumbs.share,Udostępnij,pl_PL
shared_cart.share.breadcrumbs.shopping_carts,Koszyki,pl_PL
shared_cart.share.form.users,Użytkownicy,pl_PL
shared_cart_page.share.success,Koszyk został pomyślnie udostępniony,pl_PL
shared_cart_page.unshare.success,Udostępnianie koszyka zostało pomyślnie zakończone,pl_PL
shared_cart_page.dismiss_confirmation.warning,Ostrzeżenie,pl_PL
shared_cart.dismiss.title,Odrzuć udostępniony koszyk ‘quote_name’,pl_PL
shared_cart_page.share.breadcrumbs.dismiss,Odrzuć,pl_PL
shared_cart_page.cart.dismiss,Odrzuć,pl_PL
shared_cart_page.dismiss_confirmation.trying_to_dismiss,Czy na pewno chcesz odrzucić koszyk?,pl_PL
shared_cart_page.dismiss.success,Koszyk został pomyślnie odrzucony.,pl_PL
shared_cart.cart.set_default.success,Koszyk '%quote%' został pomyślnie ustawiony jako aktywny.,pl_PL
shopping_list.shopping_list,Listy zakupowe,pl_PL
shopping_list.item_quantity,Ilość,pl_PL
shopping_list.remove_all_items,Usuń wszystko,pl_PL
shopping_list.item_note,Komentarz:,pl_PL
shopping_list.item_note.add,Dodaj komentarz,pl_PL
shopping_list.item_note.enter_note,Dodaj notatkę do pozycji,pl_PL
customer.account.shopping_list,Listy zakupowe,pl_PL
customer.account.shopping_list.access,Dostęp,pl_PL
customer.account.shopping_list.access.full_access,Pełny dostęp,pl_PL
customer.account.shopping_list.access.read_only,Tylko do odczytu,pl_PL
customer.account.shopping_list.create.success,Lista '%name%' została pomyślnie utworzona.,pl_PL
customer.account.shopping_list.create.failed,Nie udało się utworzyć listy zakupowej.,pl_PL
customer.account.shopping_list.overview.create.success,Lista zakupowa została pomyślnie utworzona.,pl_PL
customer.account.shopping_list.overview.shared_with,Udostępniono,pl_PL
customer.account.shopping_list.overview.title,Zarządzaj listami zakupowymi,pl_PL
customer.account.shopping_list.overview.enter_name,Wpisz nazwę tutaj,pl_PL
customer.account.shopping_list.overview.add_new,Utwórz listę zakupową,pl_PL
customer.account.shopping_list.overview.name,Nazwa,pl_PL
customer.account.shopping_list.overview.item_count,liczba pozycji,pl_PL
customer.account.shopping_list.overview.modified_date,Data ostatniej aktualizacji,pl_PL
customer.account.shopping_list.overview.created_date,Utworzono,pl_PL
customer.account.shopping_list.overview.actions,Akcje,pl_PL
customer.account.shopping_list.overview.edit,Edytuj,pl_PL
customer.account.shopping_list.overview.warning,Ostrzeżenie,pl_PL
customer.account.shopping_list.overview.view,Zobacz,pl_PL
customer.account.shopping_list.overview.form.new,Utwórz nową listę zakupową,pl_PL
customer.account.shopping_list.overview.delete,Usuń,pl_PL
customer.account.shopping_list.overview.empty,Nie masz jeszcze żadnych list zakupowych.,pl_PL
customer.account.shopping_list.overview.share,Udostępnij,pl_PL
customer.account.shopping_list.overview.print,Drukuj,pl_PL
customer.account.shopping_list.overview.dismiss,Odrzuć,pl_PL
shopping_list_page.dismiss_confirmation.trying_to_dismiss,Czy na pewno chcesz odrzucić listę zakupową?,pl_PL
shopping_list_page.dismiss.failed,Lista zakupowa nie została odrzucona.,pl_PL
shopping_list_page.dismiss.success,Lista zakupowa została pomyślnie odrzucona.,pl_PL
shopping_list_page.aria_label.choose.shopping_list,"Wybierz listę zakupową %shoppingListName%, aby dodać jej pozycje do koszyka.",pl_PL
customer.account.shopping_list.share.from.share,Udostępnij,pl_PL
customer.account.shopping_list.share.from.share.title,"Udostępnij ""%name%""",pl_PL
customer.account.shopping_list.share.from.share_with,Udostępnij listę zakupową:,pl_PL
customer.account.shopping_list.item.select_item,Należy wybrać co najmniej jeden produkt.,pl_PL
customer.account.shopping_list.item.add.success,Pozycja %sku% została dodana do listy.,pl_PL
customer.account.shopping_list.item.add.failed,Nie udało się dodać pozycji %sku% do listy.,pl_PL
customer.account.shopping_list.items.added_to_cart.select_list,Należy wybrać co najmniej jedną listę zakupową.,pl_PL
customer.account.shopping_list.product,Produkt,pl_PL
customer.account.shopping_list.price,Cena,pl_PL
customer.account.shopping_list.overview.variant,Wariant,pl_PL
customer.account.shopping_list.availability,Dostępność,pl_PL
customer.account.shopping_list.available,Dostępny,pl_PL
customer.account.shopping_list.not_available,Obecnie niedostępne,pl_PL
customer.account.shopping_list.add-to-cart,Dodaj do koszyka,pl_PL
customer.account.shopping_list.empty,Obecnie na Twojej liście zakupowej nie ma żadnych pozycji.,pl_PL
customer.account.shopping_list.add_all_available_to_cart,Dodaj wszystkie dostępne produkty do koszyka,pl_PL
customer.account.shopping_list.quick_add,Szybko dodaj do listy zakupowej,pl_PL
customer.account.shopping_list.quick_add.submit,Dodaj,pl_PL
customer.account.shopping_list.subtotal,Suma częściowa,pl_PL
customer.account.shopping_list.print_shopping_list,Drukuj,pl_PL
customer.account.shopping_list.item.not_added,Nie udało się dodać produktu do listy zakupowej.,pl_PL
customer.account.shopping_list.add_item.success,Pozycja została dodana do listy zakupowej.,pl_PL
customer.account.shopping_list.item.remove.success,Produkt został pomyślnie usunięty.,pl_PL
customer.account.shopping_list.item.remove.failed,Produkt nie został usunięty z listy zakupowej.,pl_PL
customer.account.shopping_list.updated,Lista zakupowa została pomyślnie zaktualizowana,pl_PL
customer.account.shopping_list.clear.success,Lista zakupowa została pomyślnie wyczyszczona.,pl_PL
customer.account.shopping_list.delete.success,Lista zakupowa została pomyślnie usunięta.,pl_PL
customer.account.shopping_list.delete.failed,Lista zakupowa nie została usunięta.,pl_PL
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,Próbujesz usunąć listę zakupową,pl_PL
customer.account.shopping_list.delete.warning,Ostrzeżenie,pl_PL
customer.account.shopping_list.delete.it_belongs_to_follow,Należy do następujących,pl_PL
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,Zostanie usunięty ze wszystkich!,pl_PL
customer.account.shopping_list.quantity,Ilość,pl_PL
customer.account.shopping_list.remove,Usuń,pl_PL
customer.account.shopping_list.access,Dostęp,pl_PL
customer.account.shopping_list.permissions.NO_ACCESS,Brak dostępu,pl_PL
customer.account.shopping_list.permissions.READ_ONLY,Tylko do odczytu,pl_PL
customer.account.shopping_list.permissions.FULL_ACCESS,Pełny dostęp,pl_PL
customer.account.shopping_list.item.added_to_cart.failed,Część wybranych pozycji nie została dodana do koszyka.,pl_PL
customer.account.shopping_list.items.added_to_cart.not_found,Brak produktów dostępnych do dodania do koszyka.,pl_PL
customer.account.shopping_list.item.added_to_cart,Pozycja została pomyślnie dodana do koszyka.,pl_PL
customer.account.shopping_list.item.added_all_available_to_cart,Dostępne pozycje zostały pomyślnie dodane do koszyka.,pl_PL
customer.account.shopping_list.item.added_all_available_to_cart.failed,Nie wszystkie pozycje zostały pomyślnie dodane do koszyka,pl_PL
validation.not_blank,Ta wartość nie może być pusta.,pl_PL
validation.invalid_date,Data powinna być w prawidłowym formacie %s.,pl_PL
validation.address_number,Ta wartość jest nieprawidłowa (akceptowany format np.: 12c).,pl_PL
validation.zip_code,To pole powinno zawierać dokładnie 5 cyfr.,pl_PL
validation.min_length,To pole musi mieć co najmniej {{ limit }} znaków.,pl_PL
validation.max_length.singular,Ta wartość jest za długa. Powinna mieć {{ limit }} znak lub mniej.,pl_PL
validation.max_length.plural,Ta wartość jest za długa. Powinna mieć {{ limit }} znaków lub mniej.,pl_PL
validation.email,Ta wartość nie jest prawidłowym adresem e-mail.,pl_PL
validation.choice,Ta wartość jest nieprawidłowa,pl_PL
shopping_list.cart.items_add.failed,Nie udało się dodać pozycji do listy,pl_PL
shopping_list.cart.items_add.success,Pozycje zostały dodane do listy,pl_PL
shopping_list.not_applicable,Nd.,pl_PL
shopping_list_add_items_widget.add_to_shopping_list,Dodaj do listy zakupowej,pl_PL
page.detail.add-to-shopping-list,Dodaj do listy zakupowej,pl_PL
cart.add-to-shopping-list,Dodaj do listy zakupowej,pl_PL
cart.add-to-shopping-list.form,Zapisz koszyk na liście zakupowej,pl_PL
cart.add-to-shopping-list.form.placeholder,Wpisz nazwę nowej listy zakupowej,pl_PL
cart.add-to-shopping-list.form.add_new,Dodaj nową listę zakupową,pl_PL
cart.add-to-shopping-list.form.create,Utwórz listę zakupową,pl_PL
cart.add-to-shopping-list.form.error.empty_name,Podaj nazwę listy zakupowej,pl_PL
cart.quick_add_to_cart,Szybko dodaj do koszyka,pl_PL
cart.quick_add_to_cart.submit,Dodaj do koszyka,pl_PL
product_quick_add_widget.form.quantity,# Szt.,pl_PL
product_quick_add_widget.form.error.quantity.required,Ilość musi wynosić co najmniej 1,pl_PL
product_quick_add_widget.form.error.quantity.max_value_constraint,Podana ilość jest za duża,pl_PL
product_quick_add_widget.form.error.redirect_route_empty,Router przekierowania nie może być pusty,pl_PL
product_quick_add_widget.form.error.sku.empty,SKU nie może być puste,pl_PL
customer.account.shopping_list.overview.add_shopping_list_to_cart,Dodaj wybrane do,pl_PL
customer.account.shopping_list.items.added_to_cart.failed,Część pozycji nie została dodana do koszyka.,pl_PL
customer.account.shopping_list.items.added_to_cart,Pozycje zostały pomyślnie dodane do koszyka.,pl_PL
customer.account.shopping_list.add_selected_items_to_cart,Dodaj wybrane pozycje do koszyka,pl_PL
customer.account.shopping_list.share.select_company_user,Wybierz klienta,pl_PL
customer.account.shopping_list.share.select_company_business_unit,Wybierz jednostkę biznesową,pl_PL
customer.account.shopping_list.share.select_permission,Wybierz poziom dostępu,pl_PL
customer.account.shopping_list.share.error.one_id_required,"Wybierz klienta lub jednostkę biznesową, której chcesz udostępnić listę zakupową",pl_PL
customer.account.shopping_list.share.share_shopping_list_successful,Lista zakupowa została pomyślnie udostępniona,pl_PL
customer.account.shopping_list.share.share_shopping_list_fail,Ta lista zakupowa była już udostępniona temu podmiotowi,pl_PL
customer.account.shopping_list.overview.owner,Właściciel,pl_PL
customer.account.shopping_list.error.duplicate_name,Lista zakupowa o tej samej nazwie już istnieje.,pl_PL
customer.account.shopping_list.error.cannot_update,Nie można zaktualizować listy zakupowej.,pl_PL
customer.account.shopping_list.share.choose_access,Wybierz dostęp,pl_PL
packaging_unit_type.item.name,Pozycja,pl_PL
packaging_unit_type.ring_500.name,Krążek (500 m),pl_PL
packaging_unit_type.box.name,Karton,pl_PL
packaging_unit_type.palette.name,Paleta,pl_PL
packaging_unit_type.giftbox.name,Pudełko upominkowe,pl_PL
packaging_unit_type.valentines_special.name,Oferta walentynkowa,pl_PL
packaging_unit_type.pack_5.name,Opakowanie 5,pl_PL
packaging_unit_type.pack_10.name,Opakowanie 10,pl_PL
business_on_behalf_widget.no_selected_company,Twoja jednostka biznesowa,pl_PL
business_on_behalf_widget.change_company_user,Wybierz jednostkę biznesową,pl_PL
company_user.business_on_behalf.error.company_not_active,Nie możesz wybrać tego użytkownika firmy — firma nie jest aktywna.,pl_PL
company_user.business_on_behalf.error.company_user_invalid,Nie możesz wybrać tego użytkownika firmy — jest nieprawidłowy.,pl_PL
company_user.change_company_user,Wybierz jednostkę biznesową,pl_PL
company_user.no_company,Brak jednostki biznesowej,pl_PL
company_user.company_choice,Jednostka biznesowa,pl_PL
company_user.remember_choice,Zapamiętaj wybór,pl_PL
company_page.company_user_restricted_message,Zwykli klienci nie mogą działać na stronach firmowych,pl_PL
company_page.company_business_unit_restricted_message,Nie masz uprawnień do wykonania tej operacji,pl_PL
company_page.validation.error.company_user.unauthorized_request,Nieautoryzowane żądanie.,pl_PL
customer.account.print_shopping_list.table.barcode,Kod kreskowy,pl_PL
customer.account.print_shopping_list.table.product_sku,SKU produktu,pl_PL
customer.account.print_shopping_list.table.product_name,Nazwa produktu,pl_PL
customer.account.print_shopping_list.table.default_price,Cena domyślna,pl_PL
customer.account.print_shopping_list.table.note,Notatka,pl_PL
customer.account.print_shopping_list.title.shopping_list_id,ID listy zakupowej,pl_PL
customer.account.print_shopping_list.title.shopping_list_name,Nazwa listy zakupowej,pl_PL
company.account.address.delete_confimation_page,Jednostki biznesowe,pl_PL
company_page.address_delete_confirmation.title,Próbujesz usunąć adres,pl_PL
company_page.address_delete_confirmation.notification,Należy do następujących jednostek biznesowych,pl_PL
company_page.address_delete_confirmation.delete_notification,Zostanie usunięty ze wszystkich.,pl_PL
label.button.submit,OK,pl_PL
label.button.cancel,Anuluj,pl_PL
company.account.create_address_information,Utwórz dane adresowe,pl_PL
company.account.address,Adres firmy,pl_PL
company.account.is_default,Główny,pl_PL
message.business_unit_address.create,Adres jednostki biznesowej '%address%' został pomyślnie utworzony.,pl_PL
message.business_unit_address.update,Adres jednostki biznesowej '%address%' został pomyślnie zaktualizowany.,pl_PL
message.business_unit_address.delete,Adres jednostki biznesowej został pomyślnie usunięty.,pl_PL
message.business_unit.create,Jednostka biznesowa '%unit%' została pomyślnie utworzona.,pl_PL
message.business_unit.update,Jednostka biznesowa '%unit%' została pomyślnie zaktualizowana.,pl_PL
message.business_unit.delete,Jednostka biznesowa '%unit%' została pomyślnie usunięta.,pl_PL
message.submit_link,Ok!,pl_PL
company.business_unit.delete.message.text,Próbujesz usunąć jednostkę biznesową,pl_PL
company.account.choose_parent_company_business_unit,Wybierz nadrzędną jednostkę biznesową,pl_PL
company.account.choose_parent_company_business_unit_placeholder,Nazwa nadrzędnej jednostki biznesowej,pl_PL
company.account,Konto firmowe,pl_PL
company.account.form.fk_parent_company_bu.placeholder,Nazwa nadrzędnej jednostki biznesowej,pl_PL
company.account.address.delete.message.title,Ostrzeżenie,pl_PL
company.account.address.delete.message.description,Próbujesz usunąć adres,pl_PL
company.account.address.delete.message.belongs,Należy do następujących jednostek biznesowych,pl_PL
company.account.address.delete.message.all,Zostanie usunięty ze wszystkich,pl_PL
company.account.address.assign,Przypisz adresy,pl_PL
company.account.address.assigned,Przypisane adresy,pl_PL
company.account.address.unassigned,Nieprzypisane adresy,pl_PL
company.account.address.assigned.empty,Brak przypisanych adresów,pl_PL
company.account.address.unassigned.empty,Brak nieprzypisanych adresów,pl_PL
product_discontinued_widget.note,Notatka,pl_PL
product_discontinued.super_attribute_discontinued,Wycofany,pl_PL
product_discontinued.message.product_discontinued,"Produkt został wycofany, wybierz produkt alternatywny.",pl_PL
shopping_list.pre.check.product_discontinued,"Produkt %sku% został wycofany, wybierz produkt alternatywny.",pl_PL
cart.pre.check.product_discontinued,"Produkt '%name%' został wycofany, wybierz produkt alternatywny.",pl_PL
replacement_for_widget.replacement_for,Zamiennik dla,pl_PL
product_alternative_widget.product_alternative,Produkty alternatywne,pl_PL
product_alternative_widget.add_to_shopping_list,Dodaj do listy zakupowej,pl_PL
product_alternative_widget.alternative_for,Alternatywa dla,pl_PL
product_alternative_widget.product_status.discontinued,Wycofany,pl_PL
product_alternative_widget.show_all,Pokaż wszystko,pl_PL
product_alternative_widget.not_applicable,Nd.,pl_PL
place_order.pre_check.product_discontinued,"Produkt '%name%' został wycofany, wybierz produkt alternatywny",pl_PL
page.detail.volume_price.quantity,Ilość,pl_PL
page.detail.volume_price.price,Cena,pl_PL
page.detail.volume_price,Ceny hurtowe,pl_PL
page.detail.volume_price.saving,Zapisywanie,pl_PL
customer.order.canceledTotal,Anulowana kwota,pl_PL
customer.order.remunerationTotal,Suma wynagrodzenia,pl_PL
customer.order.refundTotal,Suma zwrotu,pl_PL
packaging-units.recommendation.amount-min-violation,Wymagania dotyczące minimalnej ilości dla produktu nie są spełnione,pl_PL
packaging-units.recommendation.amount-max-violation,Wymagania dotyczące maksymalnej ilości dla produktu nie są spełnione,pl_PL
packaging-units.recommendation.amount-interval-violation,Wymagania dotyczące przedziału ilości dla produktu nie są spełnione,pl_PL
packaging_units.recommendation.suggestion,Czy chcesz dodać:,pl_PL
packaging_units.recommendation.between-units-info,Wybrana przez Ciebie ilość mieści się pomiędzy 2 jednostkami bazowymi,pl_PL
packaging_units.cart.quantity,Ilość,pl_PL
packaging_units.cart.amount,Kwota,pl_PL
packaging_units.cart.units,Jednostki,pl_PL
packaging_units.cart.item,Pozycje,pl_PL
packaging_units.pdp.quantity,Ilość,pl_PL
packaging_units.pdp.amount,Kwota,pl_PL
packaging_units.pdp.sales-units,Jednostki sprzedaży,pl_PL
cart.pre.check.amount.min.failed,Wymagania dotyczące minimalnej ilości dla produktu o SKU '%sku%' nie są spełnione.,pl_PL
cart.pre.check.amount.max.failed,Przekroczono maksymalną ilość dla produktu o SKU '%sku%'.,pl_PL
cart.pre.check.amount.interval.failed,Wymagania dotyczące przedziału ilości dla produktu o SKU '%sku%' nie są spełnione.,pl_PL
cart.pre.check.amount.is_not_variable.failed,Wymagania dotyczące domyślnej ilości dla produktu o SKU '%sku%' nie są spełnione.,pl_PL
main_slider.btn.title,Kup teraz,pl_PL
show_more.btn.title,Odkrywaj,pl_PL
main_slider_1.url,/en/office-furniture,pl_PL
main_slider_2.url,/en/stationery,pl_PL
main_slider_3.url,/en/office-equipment,pl_PL
company.account.company_role.delete.confirmation.warning,Ostrzeżenie,pl_PL
company.account.company_role.delete.confirmation.trying_to_delete,Próbujesz usunąć rolę firmową,pl_PL
company.account.company_role.delete.confirmation.deletion_warning,Zostanie trwale usunięty z Twojej firmy,pl_PL
company.account.company_role.delete.back,Wstecz,pl_PL
company.account.company_role.delete,Usuń,pl_PL
company.account.company_role.delete.successful,Rola firmowa została pomyślnie usunięta,pl_PL
company.account.company_role.delete.confirmation.assigned_users,Użytkownicy przypisani do tej roli,pl_PL
company.account.company_role.delete.confirmation.assigned_users_message,"Nie możesz usunąć roli firmowej, dopóki ma przypisanych użytkowników firmy",pl_PL
company.account.company_role.delete.error.cannot_remove,Nie można usunąć roli firmowej,pl_PL
permission.name.AddCompanyUserPermissionPlugin,Dodaj użytkowników firmy,pl_PL
permission.name.ManageCompanyUserInvitationPermissionPlugin,Zaproś użytkowników,pl_PL
permission.name.AddCartItemPermissionPlugin,Dodaj pozycję do koszyka,pl_PL
permission.name.ChangeCartItemPermissionPlugin,Zmień pozycję w koszyku,pl_PL
permission.name.RemoveCartItemPermissionPlugin,Usuń pozycję z koszyka,pl_PL
permission.name.PlaceOrderWithAmountUpToPermissionPlugin,Złóż zamówienie,pl_PL
permission.name.SeeCompanyMenuPermissionPlugin,Zobacz menu firmy,pl_PL
permission.name.DeleteCompanyUsersPermissionPlugin,Usuń użytkowników firmy,pl_PL
permission.name.EditCompanyUsersPermissionPlugin,Edytuj użytkowników firmy,pl_PL
permission.name.DeleteCompanyRolesPermissionPlugin,Usuń role firmowe,pl_PL
permission.name.CreateCompanyRolesPermissionPlugin,Utwórz role firmowe,pl_PL
permission.name.EditCompanyRolesPermissionPlugin,Edytuj role firmowe,pl_PL
permission.name.SeeCompanyRolesPermissionPlugin,Zobacz role firmowe,pl_PL
company.account.company_user.assign_roles.empty_roles.error,Do użytkownika musi być przypisana co najmniej jedna rola,pl_PL
company.account.company_role.delete.error.default_role,Nie możesz usunąć roli domyślnej — przed usunięciem ustaw inną rolę domyślną,pl_PL
permission.name.CompanyUserStatusChangePermissionPlugin,Włącz / wyłącz użytkowników firmy,pl_PL
company.account.company_role.create,Utwórz rolę,pl_PL
company.account.company_role.create.successful,Rola została pomyślnie utworzona.,pl_PL
company.account.company_role.update.successful,Rola została pomyślnie zaktualizowana.,pl_PL
company.account.company_user.form.select_roles,Wybierz role,pl_PL
company.account.company_user.form.select_business_unit,Wybierz jednostkę biznesową,pl_PL
message.business_unit.create.error,Wystąpił błąd podczas próby utworzenia jednostki biznesowej '%unit%'.,pl_PL
message.business_unit.update.error,Wystąpił błąd podczas próby zaktualizowania jednostki biznesowej '%unit%'.,pl_PL
message.business_unit.delete.error,Wystąpił błąd podczas próby usunięcia jednostki biznesowej '%unit%'.,pl_PL
product.sets.widget.title,Zobacz kolekcję,pl_PL
product.set,Zestaw produktów,pl_PL
product.set.detail.add_all_to,Dodaj wszystko do,pl_PL
checkout.success.to_orders.url,/en/customer/order,pl_PL
checkout.success.to_orders.title,Przejdź do moich zamówień,pl_PL
checkout.success.back_to_home.title,Powrót na stronę główną,pl_PL
customer.account.shopping_list.create_from_cart.choose_shopping_list,Wybierz listę zakupową,pl_PL
customer.account.shopping_list.create_from_cart.name,Nazwa,pl_PL
customer.account.shopping_list.create_from_cart.form_title,'%cart_name%' dodaj do listy zakupowej,pl_PL
customer.account.shopping_list.create_from_cart.title,Dodaj do listy zakupowej,pl_PL
customer.account.shopping_list.shopping_cart,Koszyki,pl_PL
customer.account.shopping_list.business_unit,Jednostka biznesowa,pl_PL
customer.account.shopping_list.customer,Klient,pl_PL
page.multi_cart.shopping_cart.list.title,Koszyki,pl_PL
page.multi_cart.shopping_cart.list.create_link,Utwórz koszyk,pl_PL
page.multi_cart.shopping_cart.list.label.name,Nazwa,pl_PL
page.multi_cart.shopping_cart.list.label.num_of_products,liczba pozycji,pl_PL
page.multi_cart.shopping_cart.list.label.prices,Ceny,pl_PL
page.multi_cart.shopping_cart.list.label.total,Suma,pl_PL
page.multi_cart.shopping_cart.list.label.actions,Akcje,pl_PL
page.multi_cart.shopping_cart.list.link.edit_name,Edytuj nazwę,pl_PL
page.multi_cart.shopping_cart.list.link.duplicate,Duplikuj,pl_PL
page.multi_cart.shopping_cart.list.link.delete,Usuń,pl_PL
page.multi_cart.shopping_cart.list.link.add_to_list,Dodaj do listy,pl_PL
page.multi_cart.shopping_cart.list.label.item,Pozycja,pl_PL
page.multi_cart.shopping_cart.list.label.items,Pozycje,pl_PL
customer.account.shopping_cart.list.title,Zarządzaj koszykami,pl_PL
widget.shared_cart.multi_cart.permissions.READ_ONLY,Tylko do odczytu,pl_PL
