abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices,value_cost
M22663,,DEFAULT,US,USD,287,,,72
M22663,,ORIGINAL,US,USD,296,,,80
,423175,DEFAULT,US,USD,287,,,72
,423175,ORIGINAL,US,USD,296,,,80
M22664,,DEFAULT,US,USD,283,,,69
,423178,DEFAULT,US,USD,283,,,69
M22682,,DEFAULT,US,USD,4811,,,3841
,423237,DEFAULT,US,USD,4811,,,3841
M22293,,DEFAULT,US,USD,351,,,126
,423383,DEFAULT,US,USD,351,,,126
M22796,,DEFAULT,US,USD,292,,,77
M22796,,ORIGINAL,US,USD,302,,,85
,423452,DEFAULT,US,USD,292,,,77
,423452,ORIGINAL,US,USD,302,,,85
M22797,,DEFAULT,US,USD,287,,,73
,423456,DEFAULT,US,USD,287,,,73
M23067,,DEFAULT,US,USD,3580,,,2815
,423909,DEFAULT,US,USD,3580,,,2815
M23340,,DEFAULT,US,USD,939,,,616
,424265,DEFAULT,US,USD,939,,,616
M23343,,DEFAULT,US,USD,1290,,,908
,424270,DEFAULT,US,USD,1290,,,978
M23345,,DEFAULT,US,USD,693,,,410
,424273,DEFAULT,US,USD,693,,,410
M23432,,DEFAULT,US,USD,255,,,46
,424372,DEFAULT,US,USD,255,,,46
M23436,,DEFAULT,US,USD,321,,,101
,424384,DEFAULT,US,USD,321,,,101
M23438,,DEFAULT,US,USD,340,,,117
,424390,DEFAULT,US,USD,340,,,117
M23440,,DEFAULT,US,USD,340,,,117
,424397,DEFAULT,US,USD,340,,,117
M23441,,DEFAULT,US,USD,340,,,117
,424400,DEFAULT,US,USD,340,,,117
M23444,,DEFAULT,US,USD,379,,,149
,424409,DEFAULT,US,USD,379,,,149
M23450,,DEFAULT,US,USD,332,,,110
,424430,DEFAULT,US,USD,332,,,110
M23451,,DEFAULT,US,USD,332,,,110
,424431,DEFAULT,US,USD,332,,,110
M23454,,DEFAULT,US,USD,350,,,125
,424442,DEFAULT,US,USD,350,,,125
M23455,,DEFAULT,US,USD,350,,,125
,424447,DEFAULT,US,USD,350,,,125
M23456,,DEFAULT,US,USD,473,,,228
,424449,DEFAULT,US,USD,473,,,228
M23457,,DEFAULT,US,USD,445,,,204
,424453,DEFAULT,US,USD,445,,,204
M23459,,DEFAULT,US,USD,892,,,577
,424463,DEFAULT,US,USD,892,,,577
M23460,,DEFAULT,US,USD,531,,,276
,424464,DEFAULT,US,USD,531,,,276
M23461,,DEFAULT,US,USD,379,,,149
,424466,DEFAULT,US,USD,379,,,149
M23462,,DEFAULT,US,USD,354,,,128
,424472,DEFAULT,US,USD,354,,,128
M23463,,DEFAULT,US,USD,354,,,128
,424475,DEFAULT,US,USD,354,,,128
M23467,,DEFAULT,US,USD,473,,,228
,424493,DEFAULT,US,USD,473,,,228
M23468,,DEFAULT,US,USD,483,,,236
,424496,DEFAULT,US,USD,483,,,236
M23469,,DEFAULT,US,USD,569,,,308
,424503,DEFAULT,US,USD,569,,,308
M23470,,DEFAULT,US,USD,503,,,252
,424506,DEFAULT,US,USD,503,,,252
M23471,,DEFAULT,US,USD,436,,,197
,424510,DEFAULT,US,USD,436,,,197
M23472,,DEFAULT,US,USD,598,,,331
,424513,DEFAULT,US,USD,598,,,331
M23473,,DEFAULT,US,USD,398,,,165
,424516,DEFAULT,US,USD,398,,,165
M23475,,DEFAULT,US,USD,578,,,315
,424527,DEFAULT,US,USD,578,,,315
M23476,,DEFAULT,US,USD,578,,,315
,424528,DEFAULT,US,USD,578,,,315
M23477,,DEFAULT,US,USD,578,,,315
,424529,DEFAULT,US,USD,578,,,315
M23478,,DEFAULT,US,USD,578,,,315
,424530,DEFAULT,US,USD,578,,,315
M23479,,DEFAULT,US,USD,797,,,498
,424531,DEFAULT,US,USD,797,,,498
M23482,,DEFAULT,US,USD,388,,,157
,424542,DEFAULT,US,USD,388,,,157
M23484,,DEFAULT,US,USD,436,,,197
,424546,DEFAULT,US,USD,436,,,197
M23486,,DEFAULT,US,USD,473,,,228
,424549,DEFAULT,US,USD,473,,,228
M23487,,DEFAULT,US,USD,473,,,228
,424550,DEFAULT,US,USD,473,,,228
M23488,,DEFAULT,US,USD,483,,,236
,424551,DEFAULT,US,USD,483,,,236
M23510,,DEFAULT,US,USD,882,,,568
,424599,DEFAULT,US,USD,882,,,568
M23512,,DEFAULT,US,USD,284,,,70
,424605,DEFAULT,US,USD,284,,,70
M23513,,DEFAULT,US,USD,290,,,75
,424606,DEFAULT,US,USD,290,,,75
M23720,,DEFAULT,US,USD,1490,,,1074
,425073,DEFAULT,US,USD,1490,,,1074
M23721,,DEFAULT,US,USD,1984,,,1486
,425074,DEFAULT,US,USD,1984,,,1486
M23722,,DEFAULT,US,USD,4780,,,3816
,425075,DEFAULT,US,USD,4780,,,3816
M23724,,DEFAULT,US,USD,1006,,,671
,425078,DEFAULT,US,USD,1006,,,671
M23723,,DEFAULT,US,USD,787,,,489
,425079,DEFAULT,US,USD,787,,,489
M23725,,DEFAULT,US,USD,1699,,,1249
,425082,DEFAULT,US,USD,1699,,,1249
M23726,,DEFAULT,US,USD,1834,,,1361
,425083,DEFAULT,US,USD,1834,,,1361
M23727,,DEFAULT,US,USD,2449,,,1874
,425084,DEFAULT,US,USD,2449,,,1874
M26415,,DEFAULT,US,USD,3104,,,2419
,425086,DEFAULT,US,USD,3104,,,2419
M23729,,DEFAULT,US,USD,2364,,,1802
,425087,DEFAULT,US,USD,2364,,,1802
M23730,,DEFAULT,US,USD,598,,,331
,425088,DEFAULT,US,USD,598,,,331
M23731,,DEFAULT,US,USD,654,,,378
,425090,DEFAULT,US,USD,654,,,378
M23732,,DEFAULT,US,USD,882,,,568
,425093,DEFAULT,US,USD,882,,,568
M26416,,DEFAULT,US,USD,3816,,,3013
,425096,DEFAULT,US,USD,3816,,,3013
M26417,,DEFAULT,US,USD,1576,,,1146
,425097,DEFAULT,US,USD,1576,,,1146
M26418,,DEFAULT,US,USD,1879,,,1399
,425098,DEFAULT,US,USD,1879,,,1399
M26419,,DEFAULT,US,USD,2459,,,1882
,425099,DEFAULT,US,USD,2459,,,1882
M26420,,DEFAULT,US,USD,2554,,,1961
,425100,DEFAULT,US,USD,2554,,,1961
M23751,,DEFAULT,US,USD,2972,,,2309
,425123,DEFAULT,US,USD,2972,,,2309
M23766,,DEFAULT,US,USD,1148,,,790
,425140,DEFAULT,US,USD,1148,,,790
M23770,,DEFAULT,US,USD,1908,,,1423
,425149,DEFAULT,US,USD,1908,,,1423
M23764,,DEFAULT,US,USD,2003,,,1502
,425150,DEFAULT,US,USD,2003,,,1502
M23771,,DEFAULT,US,USD,2763,,,2135
,425152,DEFAULT,US,USD,2763,,,2135
M23777,,DEFAULT,US,USD,1353,,,960
,425159,DEFAULT,US,USD,1353,,,960
M24143,,DEFAULT,US,USD,740,,,449
,425751,DEFAULT,US,USD,740,,,449
M24416,,DEFAULT,US,USD,6371,,,5141
,426376,DEFAULT,US,USD,6371,,,5141
M24417,,DEFAULT,US,USD,11501,,,9414
,426377,DEFAULT,US,USD,11501,,,9414
M24418,,DEFAULT,US,USD,16249,,,13369
M24418,,ORIGINAL,US,USD,18032,,,14855
,426378,DEFAULT,US,USD,16249,,,13369
,426378,ORIGINAL,US,USD,18032,,,14855
M24563,,DEFAULT,US,USD,1743,,,1285
,426531,DEFAULT,US,USD,1743,,,1285
M24605,,DEFAULT,US,USD,3726,,,2937
M24605,,ORIGINAL,US,USD,4117,,,3263
,426581,DEFAULT,US,USD,3726,,,2937
,426581,ORIGINAL,US,USD,4117,,,3263
M24606,,DEFAULT,US,USD,888,,,573
,426582,DEFAULT,US,USD,888,,,573
M24609,,DEFAULT,US,USD,7174,,,5809
,426587,DEFAULT,US,USD,7174,,,5809
M24610,,DEFAULT,US,USD,2662,,,2051
,426588,DEFAULT,US,USD,2662,,,2051
M24612,,DEFAULT,US,USD,1557,,,1130
,426590,DEFAULT,US,USD,1557,,,1130
M24613,,DEFAULT,US,USD,978,,,648
,426591,DEFAULT,US,USD,978,,,648
M24632,,DEFAULT,US,USD,10155,,,8292
,426615,DEFAULT,US,USD,10155,,,8292
M24637,,DEFAULT,US,USD,1204,,,836
,426620,DEFAULT,US,USD,1204,,,836
M25598,,DEFAULT,US,USD,1313,,,927
,427913,DEFAULT,US,USD,1313,,,927
M25599,,DEFAULT,US,USD,2256,,,1713
,427914,DEFAULT,US,USD,2256,,,1713
M25600,,DEFAULT,US,USD,1687,,,1239
,427915,DEFAULT,US,USD,1687,,,1239
M1002203,,DEFAULT,US,USD,16364,,,13464
,463981,DEFAULT,US,USD,16364,,,13464
M1014629,,DEFAULT,US,USD,34322,,,28424
,463994,DEFAULT,US,USD,34322,,,28424
M1024601,,DEFAULT,US,USD,39352,,,32614
,464000,DEFAULT,US,USD,39352,,,32614
M1015356,,DEFAULT,US,USD,39352,,,32614
,464001,DEFAULT,US,USD,39352,,,32614
M1015355,,DEFAULT,US,USD,39352,,,32614
,464002,DEFAULT,US,USD,39352,,,32614
M1014645,,DEFAULT,US,USD,70554,,,58605
,464003,DEFAULT,US,USD,70554,,,58605
M1014646,,DEFAULT,US,USD,185889,,,154679
,464004,DEFAULT,US,USD,185889,,,154679
M1014653,,DEFAULT,US,USD,59583,,,49466
,464005,DEFAULT,US,USD,59583,,,49466
M1014656,,DEFAULT,US,USD,48900,,,40600
,464007,DEFAULT,US,USD,48900,,,40600
M1014642,,DEFAULT,US,USD,49417,,,40998
,464012,DEFAULT,US,USD,49417,,,40998
M1014643,,DEFAULT,US,USD,55456,,,46028
,464013,DEFAULT,US,USD,55456,,,46028
M1014644,,DEFAULT,US,USD,63508,,,52736
,464014,DEFAULT,US,USD,63508,,,52736
M88181,,DEFAULT,US,USD,216597,,,180259
,490001,DEFAULT,US,USD,216597,,,180259
M88182,,DEFAULT,US,USD,246792,,,205412
,490002,DEFAULT,US,USD,246792,,,205412
M857,,DEFAULT,US,USD,25616,,,21172
,500344,DEFAULT,US,USD,25616,,,21172
M75730,,DEFAULT,US,USD,20547,,,16949
,500380,DEFAULT,US,USD,20547,,,16949
M852,,DEFAULT,US,USD,34382,,,28474
,500487,DEFAULT,US,USD,34382,,,28474
M58335,,DEFAULT,US,USD,34167,,,28295
,500942,DEFAULT,US,USD,34167,,,28295
M58336,,DEFAULT,US,USD,56379,,,46797
,500946,DEFAULT,US,USD,56379,,,46797
M58315,,DEFAULT,US,USD,29287,,,24230
,501000,DEFAULT,US,USD,29287,,,24230
M62306,,DEFAULT,US,USD,7889,,,6406
,501022,DEFAULT,US,USD,7889,,,6406
M62301,,DEFAULT,US,USD,5443,,,4368
,501039,DEFAULT,US,USD,5443,,,4368
M62305,,DEFAULT,US,USD,6801,,,5498
,501040,DEFAULT,US,USD,6801,,,5498
M68854,,DEFAULT,US,USD,62301,,,51730
,501517,DEFAULT,US,USD,62301,,,51730
M68726,,DEFAULT,US,USD,21839,,,18026
,502173,DEFAULT,US,USD,21839,,,18026
M68727,,DEFAULT,US,USD,23248,,,19200
,502178,DEFAULT,US,USD,23248,,,19200
M1896,,DEFAULT,US,USD,56948,,,47272
,506670,DEFAULT,US,USD,56948,,,47272
M858,,DEFAULT,US,USD,42667,,,35375
,506719,DEFAULT,US,USD,42667,,,35375
M859,,DEFAULT,US,USD,47376,,,39298
,507871,DEFAULT,US,USD,47376,,,39298
M75686,,DEFAULT,US,USD,47135,,,39096
,507920,DEFAULT,US,USD,47135,,,39096
M856,,DEFAULT,US,USD,24532,,,20268
,508165,DEFAULT,US,USD,24532,,,20268
M43347,,DEFAULT,US,USD,18388,,,15150
,508321,DEFAULT,US,USD,18388,,,15150
M75727,,DEFAULT,US,USD,58078,,,48212
,508328,DEFAULT,US,USD,58078,,,48212
M75700,,DEFAULT,US,USD,28025,,,23178
,508330,DEFAULT,US,USD,28025,,,23178
M75685,,DEFAULT,US,USD,47877,,,39715
,508378,DEFAULT,US,USD,47877,,,39715
M55895,,DEFAULT,US,USD,40359,,,33452
,509070,DEFAULT,US,USD,40359,,,33452
M1014874,,DEFAULT,US,USD,19222,,,15846
,512067,DEFAULT,US,USD,19222,,,15846
M1014866,,DEFAULT,US,USD,20229,,,16684
,512081,DEFAULT,US,USD,20229,,,16684
M1014871,,DEFAULT,US,USD,20229,,,16684
,512086,DEFAULT,US,USD,20229,,,16684
M1014870,,DEFAULT,US,USD,20229,,,16684
,512094,DEFAULT,US,USD,20229,,,16684
M1013168,,DEFAULT,US,USD,7537,,,6112
,517598,DEFAULT,US,USD,7537,,,6112
M1013287,,DEFAULT,US,USD,12519,,,10262
,517630,DEFAULT,US,USD,12519,,,10262
M1013541,,DEFAULT,US,USD,15508,,,12752
,519762,DEFAULT,US,USD,15508,,,12752
M1016129,,DEFAULT,US,USD,31904,,,26410
,520561,DEFAULT,US,USD,31904,,,26410
M55936,,DEFAULT,US,USD,22523,,,18595
,544183,DEFAULT,US,USD,22523,,,18595
M1028702,,DEFAULT,US,USD,70554,,,58605
,573330,DEFAULT,US,USD,70554,,,58605
M58227,,DEFAULT,US,USD,10017,,,8177
,573872,DEFAULT,US,USD,10017,,,8177
M58228,,DEFAULT,US,USD,12906,,,10584
,573874,DEFAULT,US,USD,12906,,,10584
M58230,,DEFAULT,US,USD,20551,,,16953
,573878,DEFAULT,US,USD,20551,,,16953
M58312,,DEFAULT,US,USD,19489,,,16068
,573880,DEFAULT,US,USD,19489,,,16068
M58313,,DEFAULT,US,USD,20379,,,16809
,573882,DEFAULT,US,USD,20379,,,16809
M58314,,DEFAULT,US,USD,20679,,,17059
,573884,DEFAULT,US,USD,20679,,,17059
M54107,,DEFAULT,US,USD,30170,,,24966
,573887,DEFAULT,US,USD,30170,,,24966
M54110,,DEFAULT,US,USD,56860,,,47198
,573888,DEFAULT,US,USD,56860,,,47198
M54111,,DEFAULT,US,USD,55142,,,45767
,573889,DEFAULT,US,USD,55142,,,45767
M54113,,DEFAULT,US,USD,100749,,,83757
,573890,DEFAULT,US,USD,100749,,,83757
M55937,,DEFAULT,US,USD,40359,,,33452
,573906,DEFAULT,US,USD,40359,,,33452
M1018211,,DEFAULT,US,USD,36434,,,30183
,573939,DEFAULT,US,USD,36434,,,30183
M635,,DEFAULT,US,USD,105379,,,87614
,574598,DEFAULT,US,USD,105379,,,87614
M1014496,,DEFAULT,US,USD,120476,,,100190
,574599,DEFAULT,US,USD,120476,,,100190
M74966,,DEFAULT,US,USD,153691,,,127858
,574602,DEFAULT,US,USD,153691,,,127858
M1014502,,DEFAULT,US,USD,158723,,,132050
,574603,DEFAULT,US,USD,158723,,,132050
M1028095,,DEFAULT,US,USD,8543,,,6950
,574969,DEFAULT,US,USD,8543,,,6950
M49320,,DEFAULT,US,USD,73573,,,61120
,574971,DEFAULT,US,USD,73573,,,61120
M78380,,DEFAULT,US,USD,76321,,,63409
,574972,DEFAULT,US,USD,76321,,,63409
M90850,,DEFAULT,US,USD,100749,,,83757
,574973,DEFAULT,US,USD,100749,,,83757
M1017945,,DEFAULT,US,USD,36333,,,30099
,574987,DEFAULT,US,USD,36333,,,30099
M1017905,,DEFAULT,US,USD,73261,,,60860
M1017905,,ORIGINAL,US,USD,81378,,,67622
,574995,DEFAULT,US,USD,73261,,,60860
,574995,ORIGINAL,US,USD,81378,,,67622
M72939,,DEFAULT,US,USD,53930,,,44757
,575056,DEFAULT,US,USD,53930,,,44757
M72940,,DEFAULT,US,USD,58463,,,48533
,575057,DEFAULT,US,USD,58463,,,48533
M72942,,DEFAULT,US,USD,64695,,,53724
,575058,DEFAULT,US,USD,64695,,,53724
M72943,,DEFAULT,US,USD,66489,,,55219
,575059,DEFAULT,US,USD,66489,,,55219
M72944,,DEFAULT,US,USD,70078,,,58208
,575060,DEFAULT,US,USD,70078,,,58208
M72945,,DEFAULT,US,USD,73666,,,61197
,575061,DEFAULT,US,USD,73666,,,61197
M1017902,,DEFAULT,US,USD,66395,,,55140
,575065,DEFAULT,US,USD,66395,,,55140
M1022632,,DEFAULT,US,USD,36131,,,29930
,575186,DEFAULT,US,USD,36131,,,29930
M1022643,,DEFAULT,US,USD,36131,,,29930
,575191,DEFAULT,US,USD,36131,,,29930
M1022640,,DEFAULT,US,USD,30748,,,25446
,575193,DEFAULT,US,USD,30748,,,25446
M1028061,,DEFAULT,US,USD,22438,,,18525
,575257,DEFAULT,US,USD,22438,,,18525
M1028062,,DEFAULT,US,USD,24374,,,20137
,575260,DEFAULT,US,USD,24374,,,20137
M1030133,,DEFAULT,US,USD,14836,,,12192
,575284,DEFAULT,US,USD,14836,,,12192
M29930,,DEFAULT,US,USD,935057,,,778735
,621613,DEFAULT,US,USD,935057,,,778735
M29929,,DEFAULT,US,USD,840627,,,700076
,621614,DEFAULT,US,USD,840627,,,700076
M29931,,DEFAULT,US,USD,774526,,,645013
,621618,DEFAULT,US,USD,774526,,,645013
M1028483,,DEFAULT,US,USD,22468,,,18549
,632992,DEFAULT,US,USD,22468,,,18549
M21705,,DEFAULT,US,USD,1814,,,1344
,655941,DEFAULT,US,USD,1814,,,1344
M83,,DEFAULT,US,USD,9982,,,8149
,657712,DEFAULT,US,USD,9982,,,8149
M84,,DEFAULT,US,USD,9982,,,8149
,657713,DEFAULT,US,USD,9982,,,8149
M85,,DEFAULT,US,USD,9982,,,8149
,657714,DEFAULT,US,USD,9982,,,8149
M86,,DEFAULT,US,USD,9982,,,8149
,657715,DEFAULT,US,USD,9982,,,8149
M87,,DEFAULT,US,USD,9982,,,8149
,657716,DEFAULT,US,USD,9982,,,8149
M111,,DEFAULT,US,USD,16252,,,13371
,673327,DEFAULT,US,USD,16252,,,13371
M12656,,DEFAULT,US,USD,20390,,,16818
,107255,DEFAULT,US,USD,20390,,,16818
service-001,,DEFAULT,US,USD,10000,12000,,7000
service-002,,DEFAULT,US,USD,20000,22000,,14000
service-003,,DEFAULT,US,USD,30000,32000,,21000
service-004,,DEFAULT,US,USD,40000,42000,,28000
SS-BV-1001,,DEFAULT,US,USD,82100,0,,68950
SS-BV-1001,,ORIGINAL,US,USD,82100,0,,0
TS-PT100-202,,DEFAULT,US,USD,99000,0,,83160
TS-PT100-202,,ORIGINAL,US,USD,99000,0,,0
IE-1103,,DEFAULT,US,USD,82200,0,,69020
IE-1103,,ORIGINAL,US,USD,82200,0,,0
CP-2080,,DEFAULT,US,USD,24800,0,,20790
CP-2080,,ORIGINAL,US,USD,24800,0,,0
GS-HE-4002,,DEFAULT,US,USD,84900,0,,71260
GS-HE-4002,,ORIGINAL,US,USD,84900,0,,0
SB-H1500,,DEFAULT,US,USD,20600,0,,17290
SB-H1500,,ORIGINAL,US,USD,20600,0,,0
CRPU-0032,,DEFAULT,US,USD,36700,0,,30800
CRPU-0032,,ORIGINAL,US,USD,36700,0,,0
FGV-2502,,DEFAULT,US,USD,92600,0,,77770
FGV-2502,,ORIGINAL,US,USD,92600,0,,0
STL-7010,,DEFAULT,US,USD,31500,0,,26460
STL-7010,,ORIGINAL,US,USD,31500,0,,0
HP-ECO-45K,,DEFAULT,US,USD,16000,0,,13440
HP-ECO-45K,,ORIGINAL,US,USD,16000,0,,0
DPS-1600,,DEFAULT,US,USD,75500,0,,63420
DPS-1600,,ORIGINAL,US,USD,75500,0,,0
HPCP-3020,,DEFAULT,US,USD,90800,0,,76230
HPCP-3020,,ORIGINAL,US,USD,90800,0,,0
BISP-7001,,DEFAULT,US,USD,23000,0,,19320
BISP-7001,,ORIGINAL,US,USD,23000,0,,0
SSV-DN40-225,,DEFAULT,US,USD,58500,0,,49140
SSV-DN40-225,,ORIGINAL,US,USD,58500,0,,0
VSB-2500,,DEFAULT,US,USD,56600,0,,47530
VSB-2500,,ORIGINAL,US,USD,56600,0,,0
IBP-SS-09,,DEFAULT,US,USD,57600,0,,48370
IBP-SS-09,,ORIGINAL,US,USD,57600,0,,0
DCA-900,,DEFAULT,US,USD,87600,0,,73570
DCA-900,,ORIGINAL,US,USD,87600,0,,0
DTC-920,,DEFAULT,US,USD,60400,0,,50680
DTC-920,,ORIGINAL,US,USD,60400,0,,0
ET-HS-120,,DEFAULT,US,USD,94800,0,,79590
ET-HS-120,,ORIGINAL,US,USD,94800,0,,0
HP-IND-60K,,DEFAULT,US,USD,10700,0,,8960
HP-IND-60K,,ORIGINAL,US,USD,10700,0,,0
,SS-BV-1001-1,DEFAULT,US,USD,19000,0,,15960
,SS-BV-1001-1,ORIGINAL,US,USD,19000,0,,0
,SS-BV-1001-2,DEFAULT,US,USD,59100,0,,49630
,SS-BV-1001-2,ORIGINAL,US,USD,59100,0,,0
,TS-PT100-202-1,DEFAULT,US,USD,69700,0,"[{""quantity"":5,""net_price"":66215,""gross_price"":},{""quantity"":10,""net_price"":62730,""gross_price"":},{""quantity"":25,""net_price"":59245,""gross_price"":},{""quantity"":50,""net_price"":55760,""gross_price"":}]",58520
,TS-PT100-202-1,ORIGINAL,US,USD,69700,0,,0
,TS-PT100-202-2,DEFAULT,US,USD,48100,0,"[{""quantity"":5,""net_price"":45695,""gross_price"":},{""quantity"":10,""net_price"":43290,""gross_price"":},{""quantity"":25,""net_price"":40885,""gross_price"":},{""quantity"":50,""net_price"":38480,""gross_price"":}]",40390
,TS-PT100-202-2,ORIGINAL,US,USD,48100,0,,0
,TS-PT100-202-3,DEFAULT,US,USD,70500,0,"[{""quantity"":5,""net_price"":66975,""gross_price"":},{""quantity"":10,""net_price"":63450,""gross_price"":},{""quantity"":25,""net_price"":59925,""gross_price"":},{""quantity"":50,""net_price"":56400,""gross_price"":}]",59220
,TS-PT100-202-3,ORIGINAL,US,USD,70500,0,,0
,TS-PT100-202-4,DEFAULT,US,USD,93200,0,"[{""quantity"":5,""net_price"":88540,""gross_price"":},{""quantity"":10,""net_price"":83880,""gross_price"":},{""quantity"":25,""net_price"":79220,""gross_price"":},{""quantity"":50,""net_price"":74560,""gross_price"":}]",78260
,TS-PT100-202-4,ORIGINAL,US,USD,93200,0,,0
,IE-1103-1,DEFAULT,US,USD,85000,0,"[{""quantity"":5,""net_price"":80750,""gross_price"":},{""quantity"":10,""net_price"":76500,""gross_price"":},{""quantity"":25,""net_price"":72250,""gross_price"":},{""quantity"":50,""net_price"":68000,""gross_price"":}]",71400
,IE-1103-1,ORIGINAL,US,USD,85000,0,,0
,IE-1103-2,DEFAULT,US,USD,84300,0,"[{""quantity"":5,""net_price"":80085,""gross_price"":},{""quantity"":10,""net_price"":75870,""gross_price"":},{""quantity"":25,""net_price"":71655,""gross_price"":},{""quantity"":50,""net_price"":67440,""gross_price"":}]",70770
,IE-1103-2,ORIGINAL,US,USD,84300,0,,0
,IE-1103-3,DEFAULT,US,USD,20000,0,"[{""quantity"":5,""net_price"":19000,""gross_price"":},{""quantity"":10,""net_price"":18000,""gross_price"":},{""quantity"":25,""net_price"":17000,""gross_price"":},{""quantity"":50,""net_price"":16000,""gross_price"":}]",16800
,IE-1103-3,ORIGINAL,US,USD,20000,0,,0
,CP-2080-1,DEFAULT,US,USD,96000,0,,80640
,CP-2080-1,ORIGINAL,US,USD,96000,0,,0
,CP-2080-2,DEFAULT,US,USD,18700,0,,15680
,CP-2080-2,ORIGINAL,US,USD,18700,0,,0
,GS-HE-4002-1,DEFAULT,US,USD,43300,0,"[{""quantity"":5,""net_price"":41135,""gross_price"":},{""quantity"":10,""net_price"":38970,""gross_price"":},{""quantity"":25,""net_price"":36805,""gross_price"":},{""quantity"":50,""net_price"":34640,""gross_price"":}]",36330
,GS-HE-4002-1,ORIGINAL,US,USD,43300,0,,0
,GS-HE-4002-2,DEFAULT,US,USD,72500,0,"[{""quantity"":5,""net_price"":68875,""gross_price"":},{""quantity"":10,""net_price"":65250,""gross_price"":},{""quantity"":25,""net_price"":61625,""gross_price"":},{""quantity"":50,""net_price"":58000,""gross_price"":}]",60900
,GS-HE-4002-2,ORIGINAL,US,USD,72500,0,,0
,GS-HE-4002-3,DEFAULT,US,USD,94300,0,"[{""quantity"":5,""net_price"":89585,""gross_price"":},{""quantity"":10,""net_price"":84870,""gross_price"":},{""quantity"":25,""net_price"":80155,""gross_price"":},{""quantity"":50,""net_price"":75440,""gross_price"":}]",79170
,GS-HE-4002-3,ORIGINAL,US,USD,94300,0,,0
,SB-H1500-1,DEFAULT,US,USD,31200,0,,26180
,SB-H1500-1,ORIGINAL,US,USD,31200,0,,0
,SB-H1500-2,DEFAULT,US,USD,90600,0,,76090
,SB-H1500-2,ORIGINAL,US,USD,90600,0,,0
,SB-H1500-3,DEFAULT,US,USD,14500,0,,12180
,SB-H1500-3,ORIGINAL,US,USD,14500,0,,0
,CRPU-0032-1,DEFAULT,US,USD,68000,0,,57120
,CRPU-0032-1,ORIGINAL,US,USD,68000,0,,0
,CRPU-0032-2,DEFAULT,US,USD,50300,0,,42210
,CRPU-0032-2,ORIGINAL,US,USD,50300,0,,0
,FGV-2502-1,DEFAULT,US,USD,48400,0,,40600
,FGV-2502-1,ORIGINAL,US,USD,48400,0,,0
,FGV-2502-2,DEFAULT,US,USD,34900,0,,29260
,FGV-2502-2,ORIGINAL,US,USD,34900,0,,0
,FGV-2502-3,DEFAULT,US,USD,45800,0,,38430
,FGV-2502-3,ORIGINAL,US,USD,45800,0,,0
,STL-7010-1,DEFAULT,US,USD,17900,0,,14980
,STL-7010-1,ORIGINAL,US,USD,17900,0,,0
,STL-7010-2,DEFAULT,US,USD,20800,0,,17430
,STL-7010-2,ORIGINAL,US,USD,20800,0,,0
,HP-ECO-45K-1,DEFAULT,US,USD,50100,0,"[{""quantity"":2,""net_price"":48096,""gross_price"":},{""quantity"":5,""net_price"":46092,""gross_price"":},{""quantity"":10,""net_price"":44088,""gross_price"":}]",42070
,HP-ECO-45K-1,ORIGINAL,US,USD,50100,0,,0
,HP-ECO-45K-2,DEFAULT,US,USD,90600,0,"[{""quantity"":2,""net_price"":86976,""gross_price"":},{""quantity"":5,""net_price"":83352,""gross_price"":},{""quantity"":10,""net_price"":79728,""gross_price"":}]",76090
,HP-ECO-45K-2,ORIGINAL,US,USD,90600,0,,0
,HP-ECO-45K-3,DEFAULT,US,USD,16600,0,"[{""quantity"":2,""net_price"":15936,""gross_price"":},{""quantity"":5,""net_price"":15272,""gross_price"":},{""quantity"":10,""net_price"":14608,""gross_price"":}]",13930
,HP-ECO-45K-3,ORIGINAL,US,USD,16600,0,,0
,DPS-1600-1,DEFAULT,US,USD,59200,0,,49700
,DPS-1600-1,ORIGINAL,US,USD,59200,0,,0
,DPS-1600-2,DEFAULT,US,USD,14700,0,,12320
,DPS-1600-2,ORIGINAL,US,USD,14700,0,,0
,HPCP-3020-1,DEFAULT,US,USD,18100,0,,15190
,HPCP-3020-1,ORIGINAL,US,USD,18100,0,,0
,HPCP-3020-2,DEFAULT,US,USD,11000,0,,9240
,HPCP-3020-2,ORIGINAL,US,USD,11000,0,,0
,BISP-7001-1,DEFAULT,US,USD,94300,0,,79170
,BISP-7001-1,ORIGINAL,US,USD,94300,0,,0
,BISP-7001-2,DEFAULT,US,USD,92100,0,,77350
,BISP-7001-2,ORIGINAL,US,USD,92100,0,,0
,SSV-DN40-225-1,DEFAULT,US,USD,32200,0,,27020
,SSV-DN40-225-1,ORIGINAL,US,USD,32200,0,,0
,SSV-DN40-225-2,DEFAULT,US,USD,47500,0,,39900
,SSV-DN40-225-2,ORIGINAL,US,USD,47500,0,,0
,VSB-2500-1,DEFAULT,US,USD,60800,0,,51030
,VSB-2500-1,ORIGINAL,US,USD,60800,0,,0
,VSB-2500-2,DEFAULT,US,USD,29200,0,,24500
,VSB-2500-2,ORIGINAL,US,USD,29200,0,,0
,IBP-SS-09-1,DEFAULT,US,USD,56100,0,,47110
,IBP-SS-09-1,ORIGINAL,US,USD,56100,0,,0
,IBP-SS-09-2,DEFAULT,US,USD,22100,0,,18550
