product_offer_reference,price_type,store,currency,value_net,value_gross,price_data.volume_prices,value_cost
offer243,DEFAULT,AT,CHF,585,680,,476
offer243,DEFAULT,AT,EUR,525,608,,426
offer244,DEFAULT,AT,CHF,166,181,,127
offer244,DEFAULT,AT,EUR,157,171,,120
offer245,DEFAULT,AT,CHF,145,157,,110
offer245,DEFAULT,AT,EUR,139,149,,104
offer246,DEFAULT,AT,CHF,213,237,,166
offer246,DEFAULT,AT,EUR,198,219,,153
offer247,DEFAULT,AT,CHF,233,261,,183
offer247,DEFAULT,AT,EUR,216,240,,168
offer248,DEFAULT,AT,CHF,225,250,,175
offer248,DEFAULT,AT,EUR,208,231,,162
offer249,DEFAULT,AT,CHF,225,250,,175
offer249,DEFAULT,AT,EUR,208,231,,162
offer250,DEFAULT,AT,CHF,243,273,,191
offer250,DEFAULT,AT,EUR,225,251,,176
offer251,DEFAULT,AT,CHF,369,423,,296
offer251,DEFAULT,AT,EUR,335,383,,268
offer252,DEFAULT,AT,CHF,799,935,,654
offer252,DEFAULT,AT,EUR,712,831,,582
offer253,DEFAULT,AT,CHF,429,494,,346
offer253,DEFAULT,AT,EUR,387,444,,311
offer254,DEFAULT,AT,CHF,292,332,,232
offer254,DEFAULT,AT,EUR,268,302,,211
offer255,DEFAULT,AT,CHF,369,423,,296
offer255,DEFAULT,AT,EUR,335,383,,268
offer256,DEFAULT,AT,CHF,369,423,,296
offer256,DEFAULT,AT,EUR,335,383,,268
offer257,DEFAULT,AT,CHF,379,435,,304
offer257,DEFAULT,AT,EUR,344,393,,275
offer258,DEFAULT,AT,CHF,175,191,,134
offer258,DEFAULT,AT,EUR,165,180,,126
offer259,DEFAULT,AT,CHF,1745,2059,,1441
offer259,DEFAULT,AT,EUR,1542,1818,,1273
offer260,DEFAULT,AT,CHF,471,542,,379
offer260,DEFAULT,AT,EUR,424,487,,341
offer261,DEFAULT,AT,CHF,972,1140,,798
offer261,DEFAULT,AT,EUR,864,1011,,708
offer262,DEFAULT,AT,CHF,955,1119,,783
offer262,DEFAULT,AT,EUR,849,993,,695
offer263,DEFAULT,AT,CHF,590,684,,479
offer263,DEFAULT,AT,EUR,529,612,,428
offer264,DEFAULT,AT,CHF,649,755,,528
offer264,DEFAULT,AT,EUR,581,674,,472
offer265,DEFAULT,AT,CHF,722,842,,589
offer265,DEFAULT,AT,EUR,645,750,,525
offer266,DEFAULT,AT,CHF,379,435,,304
offer266,DEFAULT,AT,EUR,344,393,,275
offer267,DEFAULT,AT,CHF,468,540,,378
offer267,DEFAULT,AT,EUR,422,486,,340
offer268,DEFAULT,AT,CHF,590,684,,479
offer268,DEFAULT,AT,EUR,529,612,,428
offer269,DEFAULT,AT,CHF,453,522,,365
offer269,DEFAULT,AT,EUR,409,469,,328
offer270,DEFAULT,AT,CHF,904,1059,,741
offer270,DEFAULT,AT,EUR,804,940,,658
offer271,DEFAULT,AT,CHF,453,522,,365
offer271,DEFAULT,AT,EUR,409,469,,328
offer272,DEFAULT,AT,CHF,988,1160,,812
offer272,DEFAULT,AT,EUR,878,1028,,720
offer273,DEFAULT,AT,CHF,988,1160,,812
offer273,DEFAULT,AT,EUR,878,1028,,720
offer274,DEFAULT,AT,CHF,1320,1554,,1088
offer274,DEFAULT,AT,EUR,1170,1375,,962
offer275,DEFAULT,AT,CHF,947,1110,,777
offer275,DEFAULT,AT,EUR,842,985,,690
offer276,DEFAULT,AT,CHF,572,664,,465
offer276,DEFAULT,AT,EUR,513,594,,416
offer277,DEFAULT,AT,CHF,535,620,,434
offer277,DEFAULT,AT,EUR,481,555,,388
offer278,DEFAULT,AT,CHF,341,388,,272
offer278,DEFAULT,AT,EUR,310,352,,246
offer279,DEFAULT,AT,CHF,663,772,,540
offer279,DEFAULT,AT,EUR,593,688,,482
offer280,DEFAULT,AT,CHF,1151,1352,,946
offer280,DEFAULT,AT,EUR,1021,1197,,838
offer281,DEFAULT,AT,CHF,461,532,,372
offer281,DEFAULT,AT,EUR,416,478,,335
offer282,DEFAULT,AT,CHF,300,341,,239
offer282,DEFAULT,AT,EUR,275,310,,217
offer283,DEFAULT,AT,CHF,819,957,,670
offer283,DEFAULT,AT,EUR,729,851,,596
offer284,DEFAULT,AT,CHF,555,644,,451
offer284,DEFAULT,AT,EUR,498,576,,403
offer285,DEFAULT,AT,CHF,623,725,,507
offer285,DEFAULT,AT,EUR,558,648,,454
offer286,DEFAULT,AT,CHF,546,633,,443
offer286,DEFAULT,AT,EUR,490,567,,397
offer287,DEFAULT,AT,CHF,623,725,,507
offer287,DEFAULT,AT,EUR,558,648,,454
offer288,DEFAULT,AT,CHF,360,411,,288
offer288,DEFAULT,AT,EUR,327,372,,260
offer289,DEFAULT,AT,CHF,759,886,,620
offer289,DEFAULT,AT,EUR,677,789,,552
offer290,DEFAULT,AT,CHF,513,593,,415
offer290,DEFAULT,AT,EUR,461,531,,372
offer291,DEFAULT,AT,CHF,402,461,,323
offer291,DEFAULT,AT,EUR,364,416,,291
offer292,DEFAULT,AT,CHF,555,644,,451
offer292,DEFAULT,AT,EUR,498,576,,403
offer293,DEFAULT,AT,CHF,300,341,,239
offer293,DEFAULT,AT,EUR,275,310,,217
offer294,DEFAULT,AT,CHF,428,493,,345
offer294,DEFAULT,AT,EUR,387,443,,310
offer295,DEFAULT,AT,CHF,428,493,,345
offer295,DEFAULT,AT,EUR,387,443,,310
offer296,DEFAULT,AT,CHF,428,493,,345
offer296,DEFAULT,AT,EUR,387,443,,310
offer297,DEFAULT,AT,CHF,428,493,,345
offer297,DEFAULT,AT,EUR,387,443,,310
offer298,DEFAULT,AT,CHF,471,542,,379
offer298,DEFAULT,AT,EUR,424,487,,341
offer299,DEFAULT,AT,CHF,1108,1302,,911
offer299,DEFAULT,AT,EUR,983,1153,,807
offer300,DEFAULT,AT,CHF,323,367,,257
offer300,DEFAULT,AT,EUR,295,333,,233
offer301,DEFAULT,AT,CHF,1255,1476,,1033
offer301,DEFAULT,AT,EUR,1116,1309,,916
offer302,DEFAULT,AT,CHF,2421,2862,,2003
offer302,DEFAULT,AT,EUR,2142,2529,,1770
offer303,DEFAULT,AT,CHF,3586,4248,,2974
offer303,DEFAULT,AT,EUR,3168,3748,,2624
offer304,DEFAULT,AT,CHF,315,357,,250
offer304,DEFAULT,AT,EUR,288,324,,227
offer305,DEFAULT,AT,CHF,3230,3825,,2678
offer305,DEFAULT,AT,EUR,2844,3367,,2357
offer306,DEFAULT,AT,CHF,414,475,,332
offer306,DEFAULT,AT,EUR,374,428,,300
offer307,DEFAULT,AT,CHF,130,138,,97
offer307,DEFAULT,AT,EUR,126,133,,93
offer308,DEFAULT,AT,CHF,1175,1381,,967
offer308,DEFAULT,AT,EUR,1042,1223,,856
offer309,DEFAULT,AT,CHF,269,303,,212
offer309,DEFAULT,AT,EUR,247,277,,194
offer310,DEFAULT,AT,CHF,174,190,,133
offer310,DEFAULT,AT,EUR,164,179,,125
offer311,DEFAULT,AT,CHF,183,202,,141
offer311,DEFAULT,AT,EUR,172,189,,132
offer311,ORIGINAL,AT,CHF,193,214,,150
offer311,ORIGINAL,AT,EUR,181,199,,139
offer312,DEFAULT,AT,CHF,179,196,,137
offer312,DEFAULT,AT,EUR,168,183,,128
offer313,DEFAULT,AT,CHF,3557,4216,,2951
offer313,DEFAULT,AT,EUR,3132,3709,,2596
offer314,DEFAULT,AT,CHF,847,992,,694
offer314,DEFAULT,AT,EUR,755,882,,617
offer315,DEFAULT,AT,CHF,595,691,,484
offer315,DEFAULT,AT,EUR,533,617,,432
offer316,DEFAULT,AT,CHF,233,261,,183
offer316,DEFAULT,AT,EUR,216,240,,168
offer317,DEFAULT,AT,CHF,233,261,,183
offer317,DEFAULT,AT,EUR,216,240,,168
offer318,DEFAULT,AT,CHF,243,273,,191
offer318,DEFAULT,AT,EUR,225,251,,176
offer319,DEFAULT,AT,CHF,247,277,,194
offer319,DEFAULT,AT,EUR,228,254,,178
offer320,DEFAULT,AT,CHF,247,277,,194
offer320,DEFAULT,AT,EUR,228,254,,178
offer321,DEFAULT,AT,CHF,369,423,,296
offer321,DEFAULT,AT,EUR,335,383,,268
offer322,DEFAULT,AT,CHF,400,459,,321
offer322,DEFAULT,AT,EUR,362,414,,290
offer323,DEFAULT,AT,CHF,332,378,,265
offer323,DEFAULT,AT,EUR,302,342,,239
offer324,DEFAULT,AT,CHF,497,575,,402
offer324,DEFAULT,AT,EUR,448,515,,360
offer325,DEFAULT,AT,CHF,702,819,,573
offer325,DEFAULT,AT,EUR,627,729,,510
offer326,DEFAULT,AT,CHF,282,319,,223
offer326,DEFAULT,AT,EUR,259,291,,204
offer327,DEFAULT,AT,CHF,332,378,,265
offer327,DEFAULT,AT,EUR,302,342,,239
offer328,DEFAULT,AT,CHF,181,198,,139
offer328,DEFAULT,AT,EUR,171,186,,130
offer329,DEFAULT,AT,CHF,643,747,,523
offer329,DEFAULT,AT,EUR,576,667,,467
offer330,DEFAULT,AT,CHF,623,725,,507
offer330,DEFAULT,AT,EUR,558,648,,454
offer331,DEFAULT,AT,CHF,623,725,,507
offer331,DEFAULT,AT,EUR,558,648,,454
offer332,DEFAULT,AT,CHF,623,725,,507
offer332,DEFAULT,AT,EUR,558,648,,454
offer333,DEFAULT,AT,CHF,623,725,,507
offer333,DEFAULT,AT,EUR,558,648,,454
offer334,DEFAULT,AT,CHF,623,725,,507
offer334,DEFAULT,AT,EUR,558,648,,454
offer335,DEFAULT,AT,CHF,623,725,,507
offer335,DEFAULT,AT,EUR,558,648,,454
offer336,DEFAULT,AT,CHF,623,725,,507
offer336,DEFAULT,AT,EUR,558,648,,454
offer337,DEFAULT,AT,CHF,623,725,,507
offer337,DEFAULT,AT,EUR,558,648,,454
offer338,DEFAULT,AT,CHF,179,195,,136
offer338,DEFAULT,AT,EUR,168,182,,127
offer338,ORIGINAL,AT,CHF,189,207,,145
offer338,ORIGINAL,AT,EUR,176,192,,134
offer339,DEFAULT,AT,CHF,179,195,,136
offer339,DEFAULT,AT,EUR,168,182,,127
offer340,DEFAULT,AT,CHF,179,195,,136
offer340,DEFAULT,AT,EUR,168,182,,127
offer341,DEFAULT,AT,CHF,179,195,,136
offer341,DEFAULT,AT,EUR,168,182,,127
offer341,ORIGINAL,AT,CHF,189,207,,145
offer341,ORIGINAL,AT,EUR,176,192,,134
offer342,DEFAULT,AT,CHF,477,551,,386
offer342,DEFAULT,AT,EUR,430,495,,346
offer343,DEFAULT,AT,CHF,477,551,,386
offer343,DEFAULT,AT,EUR,430,495,,346
offer344,DEFAULT,AT,CHF,477,551,,386
offer344,DEFAULT,AT,EUR,430,495,,346
offer345,DEFAULT,AT,CHF,477,551,,386
offer345,DEFAULT,AT,EUR,430,495,,346
offer346,DEFAULT,AT,CHF,993,1165,,816
offer346,DEFAULT,AT,EUR,882,1034,,724
offer347,DEFAULT,AT,CHF,1413,1664,,1165
offer347,DEFAULT,AT,EUR,1251,1471,,1030
offer348,DEFAULT,AT,CHF,1919,2268,,1588
offer348,DEFAULT,AT,EUR,1695,2000,,1400
offer349,DEFAULT,AT,CHF,4788,5682,,3977
offer349,DEFAULT,AT,EUR,4212,4995,,3496
offer350,DEFAULT,AT,CHF,916,1073,,751
offer350,DEFAULT,AT,EUR,815,953,,667
offer351,DEFAULT,AT,CHF,555,643,,450
offer351,DEFAULT,AT,EUR,498,576,,403
offer352,DEFAULT,AT,CHF,789,922,,645
offer352,DEFAULT,AT,EUR,703,820,,574
offer353,DEFAULT,AT,CHF,1501,1769,,1238
offer353,DEFAULT,AT,EUR,1328,1563,,1094
offer354,DEFAULT,AT,CHF,1812,2139,,1497
offer354,DEFAULT,AT,EUR,1601,1888,,1322
offer355,DEFAULT,AT,CHF,2407,2847,,1993
offer355,DEFAULT,AT,EUR,2123,2509,,1756
offer356,DEFAULT,AT,CHF,2504,2963,,2074
offer356,DEFAULT,AT,EUR,2208,2610,,1827
offer357,DEFAULT,AT,CHF,2934,3474,,2432
offer357,DEFAULT,AT,EUR,2584,3059,,2141
offer358,DEFAULT,AT,CHF,1939,2291,,1604
offer358,DEFAULT,AT,EUR,1712,2021,,1415
offer359,DEFAULT,AT,CHF,2718,3218,,2253
offer359,DEFAULT,AT,EUR,2396,2835,,1984
offer360,DEFAULT,AT,CHF,3707,4394,,3076
offer360,DEFAULT,AT,EUR,3263,3866,,2706
offer360,ORIGINAL,AT,CHF,4108,4872,,3410
offer360,ORIGINAL,AT,EUR,3615,4285,,3000
offer361,DEFAULT,AT,CHF,795,929,,650
offer361,DEFAULT,AT,EUR,709,827,,579
offer362,DEFAULT,AT,CHF,887,1038,,727
offer362,DEFAULT,AT,EUR,790,922,,645
offer363,DEFAULT,AT,CHF,1231,1448,,1014
offer363,DEFAULT,AT,EUR,1091,1281,,897
offer364,DEFAULT,AT,CHF,2198,2600,,1820
offer364,DEFAULT,AT,EUR,1940,2292,,1604
offer365,DEFAULT,AT,CHF,757,884,,619
offer365,DEFAULT,AT,EUR,675,787,,551
offer366,DEFAULT,AT,CHF,7245,8604,,6023
offer366,DEFAULT,AT,EUR,6366,7559,,5291
offer367,DEFAULT,AT,CHF,692,806,,564
offer367,DEFAULT,AT,EUR,618,719,,503
offer368,DEFAULT,AT,CHF,2615,3096,,2167
offer368,DEFAULT,AT,EUR,2305,2727,,1909
offer369,DEFAULT,AT,CHF,1481,1746,,1222
offer369,DEFAULT,AT,EUR,1311,1543,,1080
offer370,DEFAULT,AT,CHF,2088,2468,,1728
offer370,DEFAULT,AT,EUR,1843,2177,,1524
offer371,DEFAULT,AT,CHF,945,1107,,775
offer371,DEFAULT,AT,EUR,840,982,,687
offer372,DEFAULT,AT,CHF,1108,1302,,911
offer372,DEFAULT,AT,EUR,983,1153,,807
offer373,DEFAULT,AT,CHF,3234,3831,,2682
offer373,DEFAULT,AT,EUR,2848,3372,,2360
offer374,DEFAULT,AT,CHF,2968,3516,,2461
offer374,DEFAULT,AT,EUR,2615,3096,,2167
offer375,DEFAULT,AT,CHF,1062,1246,,872
offer375,DEFAULT,AT,EUR,943,1105,,774
offer376,DEFAULT,AT,CHF,2900,3435,,2404
offer376,DEFAULT,AT,EUR,2556,3024,,2117
offer377,DEFAULT,AT,CHF,10791,12825,,8978
offer377,DEFAULT,AT,EUR,9477,11261,,7883
offer378,DEFAULT,AT,CHF,1961,2315,,1620
offer378,DEFAULT,AT,EUR,1731,2043,,1430
offer379,DEFAULT,AT,CHF,1450,1710,,1197
offer379,DEFAULT,AT,EUR,1284,1511,,1058
offer380,DEFAULT,AT,CHF,2169,2565,,1795
offer380,DEFAULT,AT,EUR,1914,2261,,1583
offer381,DEFAULT,AT,CHF,2328,2753,,1927
offer381,DEFAULT,AT,EUR,2053,2426,,1698
offer382,DEFAULT,AT,CHF,7927,9416,,6591
offer382,DEFAULT,AT,EUR,6965,8271,,5790
offer383,DEFAULT,AT,CHF,2133,2520,,1764
offer383,DEFAULT,AT,EUR,1882,2223,,1556
offer384,DEFAULT,AT,CHF,857,1003,,702
offer384,DEFAULT,AT,EUR,764,891,,624
offer385,DEFAULT,AT,CHF,1627,1919,,1343
offer385,DEFAULT,AT,EUR,1439,1695,,1186
offer386,DEFAULT,AT,CHF,1765,2084,,1459
offer386,DEFAULT,AT,EUR,1560,1839,,1287
offer387,DEFAULT,AT,CHF,2396,2835,,1984
offer387,DEFAULT,AT,EUR,2114,2499,,1749
offer388,DEFAULT,AT,CHF,3069,3635,,2544
offer388,DEFAULT,AT,EUR,2703,3200,,2240
offer389,DEFAULT,AT,CHF,3799,4505,,3154
offer389,DEFAULT,AT,EUR,3344,3963,,2774
offer390,DEFAULT,AT,CHF,2309,2731,,1912
offer390,DEFAULT,AT,EUR,2037,2407,,1685
offer391,DEFAULT,AT,CHF,497,575,,402
offer391,DEFAULT,AT,EUR,448,515,,360
offer392,DEFAULT,AT,CHF,1062,1248,,874
offer392,DEFAULT,AT,EUR,943,1106,,774
offer393,DEFAULT,AT,CHF,1842,2175,,1522
offer393,DEFAULT,AT,EUR,1627,1919,,1343
offer394,DEFAULT,AT,CHF,1272,1497,,1048
offer394,DEFAULT,AT,EUR,1127,1324,,927
offer395,DEFAULT,AT,CHF,1615,1905,,1334
offer395,DEFAULT,AT,EUR,1428,1683,,1178
POF00136,DEFAULT,AT,CHF,0,12361,,8653
POF00137,DEFAULT,AT,CHF,0,60067,,42047
POF00138,DEFAULT,AT,CHF,0,72232,,50562
POF00139,DEFAULT,AT,CHF,0,65928,,46150
POF00140,DEFAULT,AT,CHF,0,15222,,10655
POF00141,DEFAULT,AT,CHF,0,67628,,47340
POF00142,DEFAULT,AT,CHF,0,48972,,34280
POF00143,DEFAULT,AT,CHF,0,83998,,58799
POF00144,DEFAULT,AT,CHF,0,50525,,35368
POF00145,DEFAULT,AT,CHF,0,72388,,50672
POF00146,DEFAULT,AT,CHF,0,64660,,45262
POF00147,DEFAULT,AT,CHF,0,80867,,56607
POF00148,DEFAULT,AT,CHF,0,48477,,33934
POF00149,DEFAULT,AT,CHF,0,86515,,60560
POF00150,DEFAULT,AT,CHF,0,15711,,10998
POF00151,DEFAULT,AT,CHF,0,66634,,46644
POF00152,DEFAULT,AT,CHF,0,87940,,61558
POF00153,DEFAULT,AT,CHF,0,22258,,15581
POF00154,DEFAULT,AT,CHF,0,72483,,50738
POF00155,DEFAULT,AT,CHF,0,42366,,29656
POF00156,DEFAULT,AT,CHF,0,20255,,14178
POF00157,DEFAULT,AT,CHF,0,24393,,17075
POF00158,DEFAULT,AT,CHF,0,94617,,66232
POF00159,DEFAULT,AT,CHF,0,34521,,24165
POF00160,DEFAULT,AT,CHF,0,16564,,11595
POF00161,DEFAULT,AT,CHF,0,67236,,47065
POF00162,DEFAULT,AT,CHF,0,67339,,47137
POF00163,DEFAULT,AT,CHF,0,78235,,54764
POF00164,DEFAULT,AT,CHF,0,91681,,64177
POF00165,DEFAULT,AT,CHF,0,54589,,38212
POF00166,DEFAULT,AT,CHF,0,18768,,13138
POF00167,DEFAULT,AT,CHF,0,94186,,65930
POF00168,DEFAULT,AT,CHF,0,26305,,18414
POF00169,DEFAULT,AT,CHF,0,16920,,11844
POF00170,DEFAULT,AT,CHF,0,39279,,27495
POF00171,DEFAULT,AT,CHF,0,46134,,32294
POF00172,DEFAULT,AT,CHF,0,35499,,24849
POF00173,DEFAULT,AT,CHF,0,98105,,68674
POF00174,DEFAULT,AT,CHF,0,22536,,15775
POF00175,DEFAULT,AT,CHF,0,20514,,14360
POF00176,DEFAULT,AT,CHF,0,46036,,32225
POF00177,DEFAULT,AT,CHF,0,17629,,12340
POF00178,DEFAULT,AT,CHF,0,60644,,42451
POF00179,DEFAULT,AT,CHF,0,91774,,64242
POF00180,DEFAULT,AT,CHF,0,52326,,36628
POF00181,DEFAULT,AT,CHF,0,14828,,10380
POF00182,DEFAULT,AT,CHF,0,62147,,43503
POF00183,DEFAULT,AT,CHF,0,93401,,65381
POF00184,DEFAULT,AT,CHF,0,37450,,26215
POF00185,DEFAULT,AT,CHF,0,70956,,49669
POF00186,DEFAULT,AT,CHF,0,42290,,29603
POF00187,DEFAULT,AT,CHF,0,20147,,14103
POF00188,DEFAULT,AT,CHF,0,49145,,34402
POF00189,DEFAULT,AT,CHF,0,62878,,44015
POF00190,DEFAULT,AT,CHF,0,33697,,23588
POF00191,DEFAULT,AT,CHF,0,22606,,15824
POF00192,DEFAULT,AT,CHF,0,71011,,49708
POF00193,DEFAULT,AT,CHF,0,46359,,32451
POF00194,DEFAULT,AT,CHF,0,41830,,29281
POF00195,DEFAULT,AT,CHF,0,55732,,39012
POF00196,DEFAULT,AT,CHF,0,37620,,26334
POF00197,DEFAULT,AT,CHF,0,27331,,19132
POF00198,DEFAULT,AT,CHF,0,52942,,37059
POF00199,DEFAULT,AT,CHF,0,40219,,28153
POF00200,DEFAULT,AT,CHF,0,59977,,41984
POF00201,DEFAULT,AT,CHF,0,33662,,23563
POF00202,DEFAULT,AT,CHF,0,89408,,62586
POF00203,DEFAULT,AT,CHF,0,12471,,8730
POF00204,DEFAULT,AT,CHF,0,97984,,68589
POF00205,DEFAULT,AT,CHF,0,65035,,45524
POF00206,DEFAULT,AT,CHF,0,38553,,26987
POF00207,DEFAULT,AT,CHF,0,35702,,24991
POF00208,DEFAULT,AT,CHF,0,99734,,69814
POF00209,DEFAULT,AT,CHF,0,71325,,49928
POF00210,DEFAULT,AT,CHF,0,98047,,68633
POF00211,DEFAULT,AT,CHF,0,27433,,19203
POF00212,DEFAULT,AT,CHF,0,93576,,65503
POF00213,DEFAULT,AT,CHF,0,52702,,36891
POF00214,DEFAULT,AT,CHF,0,43339,,30337
POF00215,DEFAULT,AT,CHF,0,86561,,60593
POF00216,DEFAULT,AT,CHF,0,67938,,47557
POF00217,DEFAULT,AT,CHF,0,52000,,36400
POF00218,DEFAULT,AT,CHF,0,27905,,19534
POF00219,DEFAULT,AT,CHF,0,96492,,67544
POF00220,DEFAULT,AT,CHF,0,26762,,18733
POF00221,DEFAULT,AT,CHF,0,56969,,39878
POF00222,DEFAULT,AT,CHF,0,15627,,10939
POF00223,DEFAULT,AT,CHF,0,68998,,48299
POF00224,DEFAULT,AT,CHF,0,83878,,58715
POF00225,DEFAULT,AT,CHF,0,87316,,61121
POF00226,DEFAULT,AT,CHF,0,10098,,7069
POF00227,DEFAULT,AT,CHF,0,55833,,39083
POF00228,DEFAULT,AT,CHF,0,55694,,38986
POF00229,DEFAULT,AT,CHF,0,15494,,10846
POF00230,DEFAULT,AT,CHF,0,17438,,12207
POF00231,DEFAULT,AT,CHF,0,79718,,55803
POF00232,DEFAULT,AT,CHF,0,16220,,11354
POF00233,DEFAULT,AT,CHF,0,41686,,29180
POF00234,DEFAULT,AT,CHF,0,12906,,9034
POF00235,DEFAULT,AT,CHF,0,73406,,51384
POF00236,DEFAULT,AT,CHF,0,45583,,31908
POF00237,DEFAULT,AT,CHF,0,14624,,10237
POF00238,DEFAULT,AT,CHF,0,99880,,69916
POF00239,DEFAULT,AT,CHF,0,88854,,62198
POF00240,DEFAULT,AT,CHF,0,67718,,47403
POF00241,DEFAULT,AT,CHF,0,19628,,13740
POF00242,DEFAULT,AT,CHF,0,52371,,36660
POF00243,DEFAULT,AT,CHF,0,46741,,32719
POF00244,DEFAULT,AT,CHF,0,75202,,52641
POF00245,DEFAULT,AT,CHF,0,50047,,35033
POF00246,DEFAULT,AT,CHF,0,56184,,39329
POF00247,DEFAULT,AT,CHF,0,90195,,63136
POF00248,DEFAULT,AT,CHF,0,59129,,41390
POF00249,DEFAULT,AT,CHF,0,98676,,69073
POF00250,DEFAULT,AT,CHF,0,77367,,54157
POF00136,DEFAULT,AT,EUR,0,12361,,8653
POF00137,DEFAULT,AT,EUR,0,60067,,42047
POF00138,DEFAULT,AT,EUR,0,72232,,50562
POF00139,DEFAULT,AT,EUR,0,65928,,46150
POF00140,DEFAULT,AT,EUR,0,15222,,10655
POF00141,DEFAULT,AT,EUR,0,67628,,47340
POF00142,DEFAULT,AT,EUR,0,48972,,34280
POF00143,DEFAULT,AT,EUR,0,83998,,58799
POF00144,DEFAULT,AT,EUR,0,50525,,35368
POF00145,DEFAULT,AT,EUR,0,72388,,50672
POF00146,DEFAULT,AT,EUR,0,64660,,45262
POF00147,DEFAULT,AT,EUR,0,80867,,56607
POF00148,DEFAULT,AT,EUR,0,48477,,33934
POF00149,DEFAULT,AT,EUR,0,86515,,60560
POF00150,DEFAULT,AT,EUR,0,15711,,10998
POF00151,DEFAULT,AT,EUR,0,66634,,46644
POF00152,DEFAULT,AT,EUR,0,87940,,61558
POF00153,DEFAULT,AT,EUR,0,22258,,15581
POF00154,DEFAULT,AT,EUR,0,72483,,50738
POF00155,DEFAULT,AT,EUR,0,42366,,29656
POF00156,DEFAULT,AT,EUR,0,20255,,14178
POF00157,DEFAULT,AT,EUR,0,24393,,17075
POF00158,DEFAULT,AT,EUR,0,94617,,66232
POF00159,DEFAULT,AT,EUR,0,34521,,24165
POF00160,DEFAULT,AT,EUR,0,16564,,11595
POF00161,DEFAULT,AT,EUR,0,67236,,47065
POF00162,DEFAULT,AT,EUR,0,67339,,47137
POF00163,DEFAULT,AT,EUR,0,78235,,54764
POF00164,DEFAULT,AT,EUR,0,91681,,64177
POF00165,DEFAULT,AT,EUR,0,54589,,38212
POF00166,DEFAULT,AT,EUR,0,18768,,13138
POF00167,DEFAULT,AT,EUR,0,94186,,65930
POF00168,DEFAULT,AT,EUR,0,26305,,18414
POF00169,DEFAULT,AT,EUR,0,16920,,11844
POF00170,DEFAULT,AT,EUR,0,39279,,27495
POF00171,DEFAULT,AT,EUR,0,46134,,32294
POF00172,DEFAULT,AT,EUR,0,35499,,24849
POF00173,DEFAULT,AT,EUR,0,98105,,68674
POF00174,DEFAULT,AT,EUR,0,22536,,15775
POF00175,DEFAULT,AT,EUR,0,20514,,14360
POF00176,DEFAULT,AT,EUR,0,46036,,32225
POF00177,DEFAULT,AT,EUR,0,17629,,12340
POF00178,DEFAULT,AT,EUR,0,60644,,42451
POF00179,DEFAULT,AT,EUR,0,91774,,64242
POF00180,DEFAULT,AT,EUR,0,52326,,36628
POF00181,DEFAULT,AT,EUR,0,14828,,10380
POF00182,DEFAULT,AT,EUR,0,62147,,43503
POF00183,DEFAULT,AT,EUR,0,93401,,65381
POF00184,DEFAULT,AT,EUR,0,37450,,26215
POF00185,DEFAULT,AT,EUR,0,70956,,49669
POF00186,DEFAULT,AT,EUR,0,42290,,29603
POF00187,DEFAULT,AT,EUR,0,20147,,14103
POF00188,DEFAULT,AT,EUR,0,49145,,34402
POF00189,DEFAULT,AT,EUR,0,62878,,44015
POF00190,DEFAULT,AT,EUR,0,33697,,23588
POF00191,DEFAULT,AT,EUR,0,22606,,15824
POF00192,DEFAULT,AT,EUR,0,71011,,49708
POF00193,DEFAULT,AT,EUR,0,46359,,32451
POF00194,DEFAULT,AT,EUR,0,41830,,29281
POF00195,DEFAULT,AT,EUR,0,55732,,39012
POF00196,DEFAULT,AT,EUR,0,37620,,26334
POF00197,DEFAULT,AT,EUR,0,27331,,19132
POF00198,DEFAULT,AT,EUR,0,52942,,37059
POF00199,DEFAULT,AT,EUR,0,40219,,28153
POF00200,DEFAULT,AT,EUR,0,59977,,41984
POF00201,DEFAULT,AT,EUR,0,33662,,23563
POF00202,DEFAULT,AT,EUR,0,89408,,62586
POF00203,DEFAULT,AT,EUR,0,12471,,8730
POF00204,DEFAULT,AT,EUR,0,97984,,68589
POF00205,DEFAULT,AT,EUR,0,65035,,45524
POF00206,DEFAULT,AT,EUR,0,38553,,26987
POF00207,DEFAULT,AT,EUR,0,35702,,24991
POF00208,DEFAULT,AT,EUR,0,99734,,69814
POF00209,DEFAULT,AT,EUR,0,71325,,49928
POF00210,DEFAULT,AT,EUR,0,98047,,68633
POF00211,DEFAULT,AT,EUR,0,27433,,19203
POF00212,DEFAULT,AT,EUR,0,93576,,65503
POF00213,DEFAULT,AT,EUR,0,52702,,36891
POF00214,DEFAULT,AT,EUR,0,43339,,30337
POF00215,DEFAULT,AT,EUR,0,86561,,60593
POF00216,DEFAULT,AT,EUR,0,67938,,47557
POF00217,DEFAULT,AT,EUR,0,52000,,36400
POF00218,DEFAULT,AT,EUR,0,27905,,19534
POF00219,DEFAULT,AT,EUR,0,96492,,67544
POF00220,DEFAULT,AT,EUR,0,26762,,18733
POF00221,DEFAULT,AT,EUR,0,56969,,39878
POF00222,DEFAULT,AT,EUR,0,15627,,10939
POF00223,DEFAULT,AT,EUR,0,68998,,48299
POF00224,DEFAULT,AT,EUR,0,83878,,58715
POF00225,DEFAULT,AT,EUR,0,87316,,61121
POF00226,DEFAULT,AT,EUR,0,10098,,7069
POF00227,DEFAULT,AT,EUR,0,55833,,39083
